image,dst_idx,dst_type,dst_lev,dmos_std,dmos,name,ahiq,ckdn,deepdc,dists,fsim,gmsd,lpips,mad,ms_ssim,nlpd,pieapp,psnr,psnry,ssim,stlpips,topiq_fr,vif,vsi,wadiqam_fr,ckdn_imagenet,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
1600,3,jpeg 2000,1,0.002,0.012,1600.jpeg 2000.1.png,0.5139515,0.6215526,0.005097866,0.020269215,0.99775296,0.00371161,0.007984939,24.3570007088639,0.997804716664289,0.052783273,0.1732501,38.10743,42.265503,0.985982015511914,0.0026293541,0.94334674,0.9033964,0.999343638692971,0.0063791582,0.95997775,0.011894659,0.99999034,0.9600465,0.82504094
1600,3,jpeg 2000,2,0.059,0.135,1600.jpeg 2000.2.png,0.46730933,0.6219804,0.019665897,0.06426871,0.9906115,0.014920568,0.028262675,59.3154954880654,0.99121672531326,0.11347949,0.3585076,32.258297,34.69567,0.94698369403283,0.010371653,0.92373437,0.70933133,0.997084692014992,0.0013915447,0.9353529,0.13422906,0.99995685,0.9484428,0.80922896
1600,3,jpeg 2000,3,0.07,0.364,1600.jpeg 2000.3.png,0.40652567,0.6147737,0.07105023,0.14044148,0.96485376,0.05388459,0.10643813,103.356217730603,0.966866042071489,0.21120858,0.91891164,27.698744,29.00778,0.846478462089927,0.07402192,0.76376927,0.42234185,0.98865617115813,-0.018750822,0.7464802,1.05928,0.7119498,0.8555731,0.7108936
1600,3,jpeg 2000,4,0.092,0.576,1600.jpeg 2000.4.png,0.30338985,0.568922,0.22195989,0.2431249,0.8916037,0.13008411,0.36384422,160.638256656083,0.884875665474124,0.37341422,2.056359,23.443415,24.429024,0.655036070065697,0.24125925,0.4034452,0.18113057,0.96390915514901,-0.06417379,0.28999195,6.27648,5.6775e-06,0.523579,0.3228244
1600,3,jpeg 2000,5,0,0.827,1600.jpeg 2000.5.png,0.06701795,0.3070108,0.46401888,0.36904597,0.6623702,0.26192847,0.74355114,213.717396401884,0.646763037795509,0.5998186,5.4979444,19.903856,20.78379,0.433527969220917,0.5537483,0.25222737,0.028860588,0.885555604331225,-0.12448995,0.00010035431,40.461273,1.1205307e-18,0.031891588,0.00123803
1600,4,fnoise,1,0.042,0.052,1600.fnoise.1.png,0.5110651,0.61199296,0.0038116574,0.019152462,0.9958965,0.008563177,0.015587967,27.4595148414698,0.994289397035569,0.07370794,0.24445178,37.976124,41.475365,0.988174414365347,0.0067336275,0.8990104,0.9030373,0.998390534421261,0.0064077354,0.9213414,0.0894464,0.9999844,0.955598,0.80873555
1600,4,fnoise,2,0.058,0.253,1600.fnoise.2.png,0.41983557,0.59072423,0.012197316,0.046676517,0.98517776,0.027896639,0.05479009,61.8617231963148,0.980908901080804,0.13771245,0.49050233,32.336704,35.402683,0.962287095245211,0.030639507,0.7641094,0.78293896,0.99406518224309,-0.002685171,0.7518387,0.5857603,0.99995565,0.9219051,0.70846105
1600,4,fnoise,3,0.021,0.376,1600.fnoise.3.png,0.32447994,0.55649346,0.036291122,0.093418896,0.9605519,0.0671188,0.12859505,100.526190108855,0.950906482582847,0.22466779,1.1002886,27.456512,31.06188,0.913102699100718,0.09844296,0.5594605,0.63495594,0.98215760125991,-0.023164013,0.5196547,1.9897664,0.9992487,0.8459856,0.53803396
1600,4,fnoise,4,0.111,0.49,1600.fnoise.4.png,0.24120203,0.489,0.08475357,0.15825665,0.9106372,0.12881283,0.22735232,138.108139763153,0.890962018368403,0.34739408,1.9069744,23.407959,26.822903,0.818991501460411,0.22043085,0.38928825,0.48497948,0.957759747253635,-0.045099318,0.384707,4.43888,0.51822466,0.60703194,0.3221906
1600,4,fnoise,5,0.116,0.565,1600.fnoise.5.png,0.108210854,0.46450603,0.15700656,0.24225193,0.84135896,0.18808897,0.38448602,166.053207517979,0.807663917215704,0.49354336,2.8648965,19.916426,23.525448,0.705323119444349,0.3593316,0.30479723,0.3603799,0.917533331570404,-0.08648459,0.15918572,9.092553,0.48585004,0.4574974,0.15134649
1600,5,blur,1,0.053,0.043,1600.blur.1.png,0.5227717,0.62582004,0.0053391457,0.0135220885,0.99826443,0.0032470815,0.017310396,17.162376190454,0.998346062216324,0.038058612,0.3311383,38.08493,38.3043,0.989368018128831,0.014744376,0.91931266,0.89498794,0.999499179019442,0.0060132565,0.93276536,0.04902024,0.9996908,0.9304428,0.8264798
1600,5,blur,2,0.082,0.142,1600.blur.2.png,0.4789515,0.62455934,0.023780823,0.048547804,0.99292547,0.012535321,0.07170145,42.7291564314727,0.993019586443186,0.07906121,0.743655,32.212086,32.417053,0.955975247520664,0.05367563,0.8455566,0.75035954,0.997904457305194,-0.0047566583,0.850641,0.29201052,0.94863206,0.86528236,0.7991617
1600,5,blur,3,0.082,0.341,1600.blur.3.png,0.38759208,0.60290974,0.08016747,0.13079417,0.974785,0.036822528,0.22269604,83.3790609666739,0.974466995471875,0.14931828,1.5992515,27.477821,27.678032,0.860095047020459,0.16054559,0.65443444,0.538721,0.992144462278474,-0.032279138,0.6143289,1.521336,0.42644686,0.71478695,0.5978437
1600,5,blur,4,0.115,0.471,1600.blur.4.png,0.24192178,0.44911176,0.22193223,0.23836398,0.8898984,0.11949319,0.45864028,145.976393753813,0.900625949455003,0.2802435,3.6890612,23.38383,23.631271,0.642608652974314,0.40111148,0.40983707,0.25382182,0.96314816607681,-0.087801635,0.22309843,10.674998,8.144417e-10,0.2852523,0.06615852
1600,5,blur,5,0.054,0.75,1600.blur.5.png,-0.08300344,0.35890445,0.494062,0.38744938,0.6389751,0.27183053,0.732963,213.361489543934,0.67676500544674,0.5149235,6.958032,20.051184,20.59408,0.429228059184169,0.69460183,0.2598729,0.040842388,0.873494413390843,-0.11922409,5.3289863e-05,59.022797,2.1488689e-16,0.028399408,0.0006966176
1600,6,contrast,1,0.046,0.056,1600.contrast.1.png,0.6149371,0.589684,0.0016622543,0.009408116,0.99511534,0.0037565962,0.0040358338,28.6296683110231,0.99444887902466,0.057450514,0.8027053,30.081232,30.918444,0.975201119183827,0.010725777,0.901298,0.9339485,0.998566718317124,0.0038324958,0.8650461,0.039949328,0.99980193,0.9334291,0.7643717
1600,6,contrast,2,0.081,0.201,1600.contrast.2.png,0.5596587,0.506821,0.009616435,0.040710032,0.97244626,0.016287958,0.02365807,55.5619261193735,0.968766134079995,0.1368901,1.8996103,22.901155,23.742546,0.933837749467992,0.05828844,0.7912994,0.848336,0.991838235360763,-0.019156875,0.4792591,0.36709076,0.7842564,0.816762,0.6349614
1600,6,contrast,3,0.096,0.31,1600.contrast.3.png,0.4999322,0.34164828,0.043554187,0.12084097,0.88235587,0.066594236,0.1058355,86.698878066929,0.867158831775128,0.2869938,3.8664746,17.309679,18.14739,0.821238872516638,0.1883538,0.5297018,0.6845439,0.965564651848533,-0.061708607,0.058322843,2.8175888,0.00045474185,0.4299352,0.1522868
1600,6,contrast,4,0.115,0.371,1600.contrast.4.png,0.5069764,0.30841774,0.062582195,0.15520316,0.8393395,0.09176138,0.14527543,94.8272254848332,0.818136143488802,0.34054232,4.506472,16.119078,16.957916,0.773127770813933,0.24089657,0.46854055,0.62488776,0.952269400396563,-0.07197769,0.021453887,4.7925463,4.3287608e-07,0.30969277,0.045946874
aerial_city,1,noise,1,0.014,0.032,aerial_city.noise.1.png,0.5846545,0.5667361,0.0032607913,0.016588211,0.99774265,0.0040278323,0.009400093,13.0314925362036,0.996551438039466,0.05889318,0.17010458,38.014008,41.51992,0.975387477865539,0.009609562,0.92466843,0.9198898,0.999169680021768,0.004991218,0.94875425,0.015168072,0.9999527,0.9663191,0.9106355
aerial_city,1,noise,2,0.082,0.125,aerial_city.noise.2.png,0.5198235,0.55719286,0.018105805,0.05821395,0.9919152,0.013648823,0.046793498,47.3726542395209,0.98822735735546,0.109196335,0.42180967,32.414055,35.909744,0.921018339153867,0.062327184,0.8810305,0.7977435,0.997081257220133,-0.0014233547,0.9025153,0.11906571,0.9998529,0.95657164,0.88370496
aerial_city,1,noise,3,0.064,0.245,aerial_city.noise.3.png,0.42238656,0.5369173,0.057723045,0.12438154,0.97705966,0.036143064,0.13529488,84.1827891817553,0.96804037289956,0.18082428,0.8778049,27.651682,31.149244,0.812373669608744,0.18872677,0.72977394,0.6327601,0.99120507639927,-0.01687586,0.76495093,0.50128144,0.9973053,0.91561705,0.70940584
aerial_city,1,noise,4,0.054,0.373,aerial_city.noise.4.png,0.30340758,0.5020169,0.12411028,0.19502914,0.9460773,0.076569654,0.2861115,117.367753999502,0.928977024207591,0.2713964,1.4481536,23.522493,27.00694,0.66048451097749,0.36987603,0.55458826,0.47474238,0.977867534243661,-0.043951374,0.61153996,1.6176684,0.5541496,0.78114015,0.5829629
aerial_city,1,noise,5,0.046,0.501,aerial_city.noise.5.png,0.1845817,0.46380934,0.21784157,0.27952635,0.9006634,0.12673262,0.49355778,145.835124721108,0.872032998328025,0.37531805,2.3288684,19.937729,23.41446,0.506192170790158,0.5510349,0.42998672,0.34968954,0.954310332637414,-0.07761403,0.4817847,4.309932,0.5154343,0.6498838,0.5028617
aerial_city,2,jpeg,1,0.014,0.03,aerial_city.jpeg.1.png,0.60654277,0.5733961,0.00811404,0.036632955,0.9989197,0.0011099809,0.011358174,15.8638429503178,0.998017827100852,0.053088732,0.117183425,38.102043,40.49939,0.975552503335216,0.0042748004,0.930059,0.97030115,0.999378049245638,0.0061145164,0.95203006,0.019368015,0.9999659,0.96390855,0.9213832
aerial_city,2,jpeg,2,0.043,0.065,aerial_city.jpeg.2.png,0.63898057,0.5756294,0.028492928,0.08810389,0.9939079,0.008724978,0.067601144,44.4610842652136,0.98959556832359,0.11523547,0.2978734,32.46717,33.27975,0.910128251027267,0.010930685,0.9150872,0.7694474,0.997543103195518,0.0021462638,0.93828475,0.12783659,0.99995816,0.9644386,0.90474045
aerial_city,2,jpeg,3,0.146,0.389,aerial_city.jpeg.3.png,0.4938974,0.5739198,0.12902528,0.19913357,0.9642533,0.05346135,0.26956314,116.191697614572,0.954816683642443,0.2231623,1.0194683,27.675074,28.266819,0.787866662287215,0.093109936,0.6714209,0.38741288,0.988265222051066,-0.03101508,0.68209946,1.217466,0.99908626,0.8116815,0.77814704
aerial_city,2,jpeg,4,0.056,0.607,aerial_city.jpeg.4.png,0.3084949,0.57101005,0.24106944,0.28837955,0.8942689,0.12934758,0.42306912,173.952934431498,0.894294760607237,0.34311396,1.9751334,24.34085,25.39378,0.674740096134923,0.2126508,0.34564325,0.21189636,0.967042602315531,-0.07361021,0.13298753,4.4688787,0.50134146,0.41997972,0.32996535
aerial_city,2,jpeg,5,0.039,0.819,aerial_city.jpeg.5.png,0.11400147,0.5447201,0.35044718,0.41240716,0.7207582,0.25570884,0.52545404,228.421338587756,0.777432544756083,0.5083213,2.3534322,21.265753,22.357637,0.542060960416638,0.3413182,0.26486504,0.08638803,0.90365705240314,-0.13930859,0.0049786777,14.451208,1.8275559e-06,0.11185245,0.07217788
aerial_city,3,jpeg 2000,1,0.009,0.027,aerial_city.jpeg 2000.1.png,0.5967156,0.57575357,0.011643231,0.043787956,0.997023,0.0058756513,0.030764055,20.8689012237196,0.994273599819107,0.07093962,0.20145701,37.9629,39.947437,0.963572752977042,0.009234251,0.93052185,0.8624319,0.998871794178439,0.005381016,0.95372146,0.047823086,0.9999676,0.9661094,0.9232176
aerial_city,3,jpeg 2000,2,0.013,0.191,aerial_city.jpeg 2000.2.png,0.5565452,0.58050257,0.06316692,0.12626594,0.98409027,0.030520504,0.14920513,73.9242584785949,0.974522575084486,0.15077472,0.53806907,32.517216,33.231155,0.874249555994543,0.06072552,0.86983865,0.5466282,0.994539770200874,-0.011940895,0.9081494,0.57260907,0.99990344,0.9447373,0.92599946
aerial_city,3,jpeg 2000,3,0.079,0.486,aerial_city.jpeg 2000.3.png,0.43180212,0.5733875,0.2093172,0.24860764,0.94044757,0.08242099,0.35666424,116.021999631516,0.934275491696378,0.26319203,1.2475692,27.505318,27.826319,0.742846757866225,0.20455146,0.5371023,0.2642342,0.982498269150163,-0.059044667,0.581331,3.1975555,0.5093001,0.6518084,0.687343
aerial_city,3,jpeg 2000,4,0.122,0.754,aerial_city.jpeg 2000.4.png,0.23853646,0.45017424,0.41436607,0.35684103,0.8471959,0.1572676,0.5978894,166.960258137461,0.84723335127658,0.41098642,2.764577,23.541237,23.668043,0.579139376577415,0.44173062,0.30848104,0.09203497,0.958086733942357,-0.11051055,0.062199198,13.515043,3.5684761e-06,0.33038858,0.16033939
aerial_city,3,jpeg 2000,5,0,0.956,aerial_city.jpeg 2000.5.png,-0.12617496,0.26643702,0.60181403,0.48521596,0.64882386,0.25691253,0.93035936,192.909782039276,0.625753486179769,0.6251414,5.4378743,20.032257,20.219246,0.440710894657325,0.8258196,0.25662768,0.011368253,0.900255644458781,-0.12920704,7.733526e-05,67.56566,5.9221666e-10,0.058339722,0.0007202077
aerial_city,4,fnoise,1,0.041,0.126,aerial_city.fnoise.1.png,0.5897633,0.5583456,0.01003015,0.044852972,0.9950498,0.007846713,0.036021035,24.5402158177838,0.994270617265425,0.071740106,0.30096087,37.92962,41.438137,0.990109497511624,0.011818134,0.8933425,0.9030316,0.998021120894832,0.0030733042,0.9178787,0.115677536,0.9999455,0.9579084,0.9083219
aerial_city,4,fnoise,2,0.097,0.319,aerial_city.fnoise.2.png,0.54276896,0.5215365,0.04759425,0.114126205,0.98358774,0.024700882,0.11549517,58.2568705989256,0.98029485159574,0.13414562,0.5910837,32.40985,35.90824,0.968705506544332,0.053457532,0.7346643,0.7815995,0.993417357736806,-0.009869243,0.76848847,0.8147332,0.9997863,0.9398767,0.82229096
aerial_city,4,fnoise,3,0.078,0.475,aerial_city.fnoise.3.png,0.39909536,0.47661948,0.11874819,0.18524027,0.9545909,0.06212046,0.23704065,95.9251686839204,0.942582607764466,0.23180252,1.088188,27.698965,30.673105,0.914849734425302,0.1611136,0.48751056,0.6192061,0.978489861524964,-0.035247695,0.55130553,3.2333398,0.99830914,0.79068327,0.593492
aerial_city,4,fnoise,4,0.052,0.601,aerial_city.fnoise.4.png,0.31301448,0.41353628,0.21045482,0.25844777,0.8998277,0.11281436,0.38204548,129.731161553788,0.880396902832522,0.35015678,1.8998224,23.58843,26.661615,0.820184552708179,0.31574035,0.3509398,0.4706983,0.944514145363827,-0.061670598,0.3103914,7.733922,0.5088421,0.6082712,0.39731523
aerial_city,4,fnoise,5,0.072,0.708,aerial_city.fnoise.5.png,0.20334108,0.4174677,0.3129695,0.321491,0.82452315,0.17784952,0.5248707,159.260427325599,0.787774279178703,0.4965609,2.4962678,20.03244,23.942451,0.688607804782782,0.49693954,0.2832231,0.3364272,0.902427686102262,-0.10736544,0.12572683,12.731062,0.5018373,0.47322255,0.2321507
aerial_city,5,blur,1,0.01,0.025,aerial_city.blur.1.png,0.6161308,0.5710729,0.0063382983,0.021251082,0.9978051,0.004982142,0.02053202,12.5452800189217,0.998149541456335,0.03612958,0.31728742,37.821354,37.898987,0.986782581219722,0.019159272,0.882991,0.8949061,0.999283225546475,0.0016548453,0.9365502,0.06595824,0.9997435,0.95713854,0.9267551
aerial_city,5,blur,2,0.082,0.114,aerial_city.blur.2.png,0.59079754,0.569279,0.024189174,0.053762317,0.99218947,0.017992996,0.07439832,31.0240178681027,0.99348205953644,0.069014534,0.63381547,32.51003,32.567696,0.954639032326059,0.059562966,0.7784816,0.7754576,0.997552549871836,-0.010236476,0.8964406,0.33876026,0.9957658,0.93796414,0.9188648
aerial_city,5,blur,3,0.087,0.259,aerial_city.blur.3.png,0.49721155,0.5510015,0.09337193,0.11519736,0.9737322,0.05341253,0.2673991,69.515080148517,0.976645812628584,0.13464989,1.3159994,27.476099,27.514042,0.852890730993293,0.17294773,0.5769774,0.5696209,0.992640983772953,-0.039971504,0.67508763,1.8822565,0.51602525,0.8503192,0.808711
aerial_city,5,blur,4,0.08,0.464,aerial_city.blur.4.png,0.3084495,0.43176302,0.30468553,0.24115556,0.8993937,0.116451144,0.5627615,125.223040255647,0.916977541336686,0.25816154,2.8785744,23.462343,23.468536,0.647634826549561,0.46972805,0.39496183,0.2555322,0.971025081206093,-0.10068468,0.29012212,11.256028,7.470383e-05,0.50219244,0.05922176
aerial_city,5,blur,5,0.074,0.896,aerial_city.blur.5.png,-0.16050774,0.36553124,0.69239414,0.5091303,0.6391954,0.27740544,0.9037006,187.367649649027,0.669888360006365,0.54718864,5.3056474,20.074646,20.056116,0.448432306077107,0.8454736,0.26300392,0.02172011,0.895617186371204,-0.13126399,0.00011997586,76.542274,2.778185e-10,0.053701773,0.00066107465
aerial_city,6,contrast,1,0.04,0.038,aerial_city.contrast.1.png,0.68563455,0.53411096,0.0030696988,0.019939303,0.99110234,0.005121128,0.00786027,27.6014017927389,0.990304229370198,0.07247421,0.74648994,29.999037,30.278952,0.981583144447014,0.019000258,0.85786456,0.9078493,0.99788316709155,-0.0019141886,0.9033154,0.06684029,0.99926645,0.9463952,0.8814238
aerial_city,6,contrast,2,0.058,0.163,aerial_city.contrast.2.png,0.70358497,0.42074543,0.018601775,0.082518816,0.9458233,0.03053509,0.046172753,57.4787049607813,0.940251552368761,0.18037133,1.7380818,22.698296,22.977066,0.916429845831343,0.09593585,0.6958292,0.774902,0.986950500092825,-0.03023677,0.48574385,0.72218555,0.53187937,0.79877734,0.65757376
aerial_city,6,contrast,3,0.049,0.367,aerial_city.contrast.3.png,0.5360716,0.27780488,0.08805925,0.22367501,0.7774148,0.12997311,0.21168396,90.6796026150314,0.750375441222264,0.38873416,3.2477126,17.29261,17.569887,0.724657114399304,0.3118258,0.47048014,0.5162852,0.944180441478979,-0.078971736,0.044750836,7.169478,0.0006501944,0.33861253,0.051435262
aerial_city,6,contrast,4,0.057,0.453,aerial_city.contrast.4.png,0.43096837,0.26237464,0.13245088,0.28769654,0.7033857,0.17508121,0.29734632,99.3599316076565,0.665737914000654,0.4647333,3.7173274,16.19969,16.477322,0.647550833164127,0.41315562,0.40847343,0.41878733,0.923415310048123,-0.09133592,0.0134245595,14.086861,1.5834876e-05,0.24933851,0.01106741
boston,1,noise,1,0.042,0.029,boston.noise.1.png,0.61800224,0.6410225,0.0017246008,0.0147256255,0.9978841,0.0037546046,0.0065645585,13.3685547160189,0.997298526205599,0.056890976,0.19374661,38.080856,41.5794,0.979269729156457,0.00902355,0.9244394,0.9234661,0.999208789058498,0.006252756,0.95618343,0.015832832,0.99999833,0.97528434,0.950075
boston,1,noise,2,0.022,0.081,boston.noise.2.png,0.5308266,0.62984926,0.010493815,0.055024803,0.99265593,0.012476593,0.02962887,47.5683750191686,0.990718874270624,0.10676973,0.51934814,32.422844,35.910946,0.932273647433061,0.058658414,0.8962123,0.8005592,0.997067328033909,0.0010175601,0.9022319,0.12876216,0.999992,0.96755993,0.93979454
boston,1,noise,3,0.046,0.215,boston.noise.3.png,0.43188873,0.60369766,0.039795876,0.12036145,0.97894245,0.033429608,0.09796481,84.5653926764291,0.974038784569031,0.17911744,1.0297871,27.551012,31.023869,0.833021339100725,0.2029464,0.7397777,0.6355418,0.991363700468942,-0.016270386,0.7430988,0.6631563,0.9997652,0.9219208,0.8748555
boston,1,noise,4,0.114,0.383,boston.noise.4.png,0.3512186,0.56698716,0.09828907,0.19227844,0.95291877,0.06931202,0.249215,119.720856261734,0.94233527320492,0.26798016,1.948014,23.419935,26.903873,0.692913448227839,0.39578933,0.5545668,0.48148802,0.979020524336384,-0.04118509,0.5926544,2.1592562,0.9653417,0.76680124,0.7008217
boston,1,noise,5,0.076,0.472,boston.noise.5.png,0.24738114,0.5212659,0.18720168,0.273099,0.91227835,0.11579401,0.47372594,148.514079397755,0.895247182236295,0.3682289,2.8257964,19.962091,23.443396,0.546835166589148,0.57723653,0.43455592,0.36181208,0.958368748552172,-0.075925484,0.4754002,6.1765614,0.5111183,0.6731408,0.5667633
boston,2,jpeg,1,0,0,boston.jpeg.1.png,0.6360428,0.6455082,0.00617522,0.032461286,0.99876213,0.0010305481,0.010169376,19.1020772612919,0.998426773984222,0.051518437,0.19693628,37.334267,40.519516,0.979331587523894,0.004321409,0.9230914,0.9718379,0.999160939289685,0.0070884633,0.9541374,0.03240927,0.9999974,0.9713581,0.9503673
boston,2,jpeg,2,0.038,0.05,boston.jpeg.2.png,0.62815344,0.6447398,0.022953808,0.085859895,0.99455917,0.007466004,0.04978898,47.7227499294129,0.992321239223757,0.10883593,0.40409395,32.485943,33.796646,0.926202893204854,0.01090291,0.89463204,0.8007157,0.997412326312824,0.0026878337,0.92966944,0.16876233,0.9999939,0.9658918,0.93875754
boston,2,jpeg,3,0.067,0.328,boston.jpeg.3.png,0.52653074,0.64821064,0.08998734,0.18881285,0.9643725,0.051555295,0.19096248,104.416972526989,0.95874205513706,0.22625843,1.0592359,27.489975,28.315355,0.796633392877306,0.087989435,0.649221,0.42572632,0.988090210844995,-0.02569795,0.6698022,1.3482916,0.9985008,0.9272206,0.555596
boston,2,jpeg,4,0.09,0.737,boston.jpeg.4.png,0.19305463,0.60454553,0.31526417,0.36405456,0.8050974,0.22093187,0.4422989,219.312289775567,0.792451942827217,0.474078,3.0375443,22.337362,23.222256,0.563175273577048,0.30595183,0.2894257,0.13346714,0.934667493739099,-0.113986135,0.031867232,12.734255,7.104236e-08,0.27321145,0.038668625
boston,2,jpeg,5,0.066,0.832,boston.jpeg.5.png,0.09049057,0.5943073,0.37762535,0.41625446,0.69463986,0.2778098,0.51478946,254.901728903209,0.716852572403499,0.5540267,3.1692538,21.125584,21.89368,0.489930535898293,0.3920262,0.2573965,0.0849798,0.905260883823264,-0.13515794,0.005150966,23.331474,4.4621186e-13,0.16458954,0.0071183955
boston,3,jpeg 2000,1,0,0,boston.jpeg 2000.1.png,0.640966,0.6481633,0.006509781,0.03925103,0.9972781,0.004780255,0.018017726,21.6797009825027,0.996271607958982,0.06450644,0.19698323,37.92588,40.433804,0.973875757631274,0.0093611535,0.92411107,0.886788,0.99895244522884,0.006711855,0.961839,0.03534236,0.99999833,0.9756151,0.94710016
boston,3,jpeg 2000,2,0.095,0.118,boston.jpeg 2000.2.png,0.60148734,0.65339065,0.036168456,0.11512065,0.9851586,0.026263477,0.0862817,61.7291283627817,0.981361481521732,0.14177246,0.49573597,32.457382,33.528084,0.899939189707396,0.06418425,0.8656992,0.61130446,0.99528691168543,-0.0031885437,0.9174021,0.3528321,0.99998105,0.9731161,0.87889975
boston,3,jpeg 2000,3,0.122,0.389,boston.jpeg 2000.3.png,0.49397287,0.6329799,0.13285655,0.22127539,0.9466273,0.08056342,0.2665042,116.807923744171,0.93517199598783,0.26118198,1.1870593,27.605001,28.187397,0.760899954022707,0.18478593,0.6069271,0.32563943,0.98480442665035,-0.038512804,0.607381,2.8419151,0.89256424,0.8805418,0.5882898
boston,3,jpeg 2000,4,0.096,0.697,boston.jpeg 2000.4.png,0.27030548,0.51992804,0.37695408,0.35180312,0.8242029,0.19000058,0.5788492,169.333244616961,0.799390271532607,0.42840558,2.7610579,23.486326,23.841536,0.553370234331335,0.5680126,0.31753007,0.108574994,0.949277715274867,-0.10939167,0.03941774,23.005926,3.6799015e-06,0.29508275,0.010024487
boston,3,jpeg 2000,5,0.003,0.904,boston.jpeg 2000.5.png,-0.17177415,0.27604523,0.6829145,0.50530773,0.5817743,0.2818323,0.9331705,208.059356187504,0.550701448346911,0.67092896,6.0162277,19.964645,20.206339,0.385975273878483,0.9996547,0.25226188,0.010309777,0.870432107401758,-0.13592204,4.4346616e-05,124.97594,7.555447e-14,0.044645365,5.3315216e-06
boston,4,fnoise,1,0.049,0.068,boston.fnoise.1.png,0.6253075,0.63540953,0.0031610131,0.042185187,0.995572,0.0072569354,0.019865282,23.459347983965,0.995123874722492,0.070022315,0.34272867,38.018723,41.596046,0.991798225532008,0.015064217,0.884787,0.9046751,0.998045971290426,0.004299034,0.9307831,0.10239727,0.9999988,0.9729682,0.9227056
