imageName,refName,imageNumber,codec,targetBpp,realBpp,dmos,standDev,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
crop_01_00010_TE_2000x1128_8bit_sRGB_012.png,00010_TE_2000x1128.png,10,1,12,0.107684397,57.43027523,19.7587816,25.868896,0.812831370903368,0.949718090409605,0.96781045,0.2824254,2.2158506,0.29728737,0.47457153,0.19359118,-0.056032613,0.4267671,0.34363356,0.6474063,0.966693425241252,0.24538916,0.06744379,110.730020685802,0.23914564,27.763535,0.2234708,0.990285020390486,3.6942286,0.46255907,0.9020194,0.682459
crop_01_00010_TE_2000x1128_8bit_sRGB_025.png,00010_TE_2000x1128.png,10,1,25,0.212925532,55.48715596,25.72528867,27.370703,0.834618635345845,0.946678916789439,0.96361566,0.33090395,1.2355809,0.25115082,0.5556228,0.17903787,-0.03703871,0.5718098,0.34838447,0.6402261,0.944760503710905,0.21327573,0.06956305,109.358372534845,0.24448536,28.481598,0.12989971,0.989224762704061,1.792782,0.99998,0.9825964,0.5673736
crop_01_00010_TE_2000x1128_8bit_sRGB_050.png,00010_TE_2000x1128.png,10,1,50,0.520230496,42.11743119,32.3607471,28.347958,0.783542824058734,0.959173831596928,0.97693604,0.44157758,1.3483527,0.17239347,0.66017485,0.14650929,-0.026420726,0.7072252,0.46764755,0.66788965,0.968008899234799,0.16559654,0.04954615,88.2836179781504,0.21837674,29.200935,0.08875586,0.992426137937776,1.6552255,0.9999248,0.9862844,0.86530346
crop_01_00011_TE_1744x1160_8bit_sRGB_012.png,00011_TE_1744x1160.png,11,1,12,0.138397659,74.48440367,17.08966732,16.967104,0.701235426687875,0.927157794962399,0.90464693,0.21436898,6.736324,0.5163211,0.32175034,0.36147094,-0.11029206,0.03480315,0.19261698,0.6130053,0.983622438080822,0.49107045,0.11032544,143.215187710824,0.3808956,23.53357,0.6229739,0.936152396478615,30.912872,7.210578e-20,0.5046321,0.009314676
crop_01_00011_TE_1744x1160_8bit_sRGB_050.png,00011_TE_1744x1160.png,11,1,50,0.428175419,32.14311927,30.62785015,25.444736,0.836951089178678,0.968480033411076,0.9808097,0.35323194,1.0449508,0.1343152,0.78405356,0.13126767,-0.031992152,0.7217994,0.43947625,0.6648723,0.994065623621095,0.08840424,0.05815484,65.881630528336,0.27670464,26.36195,0.07629954,0.991541438849898,1.1172861,0.9670322,0.90704155,0.89150906
crop_01_00011_TE_1744x1160_8bit_sRGB_075.png,00011_TE_1744x1160.png,11,1,75,0.73977776,23.69266055,31.19291765,26.659199,0.860686651660324,0.975051057116692,0.9843377,0.43734205,0.99434954,0.13070813,0.78608,0.10841215,-0.019749854,0.7909511,0.41975188,0.6687769,0.992937330852331,0.057891667,0.04116492,48.0492812589304,0.25080037,27.658516,0.09754926,0.993847585720258,1.1164404,0.99972326,0.9930589,0.9403764
crop_01_00011_TE_1744x1160_8bit_sRGB_100.png,00011_TE_1744x1160.png,11,1,100,1.094855267,3.351376147,22.43505046,30.613117,0.943914273966797,0.992216171007315,0.99541044,0.63850933,0.44043207,0.027516464,0.932358,0.038624883,0.0069012665,0.9578185,0.51213163,0.6826793,0.998216230195002,0.013300478,0.013540252,13.8361740496525,0.1517171,31.65889,0.011908316,0.998113545749488,0.16112913,0.999508,0.99642146,0.9715415
crop_01_00012_TE_1512x2016_8bit_sRGB_006.png,00012_TE_1512x2016.png,12,1,6,0.051545309,77.10091743,19.26950576,15.842716,0.532385342561067,0.771004443251935,0.81238526,0.07680163,4.4629173,0.8003452,0.31364405,0.3375699,-0.09112707,0.0087096635,0.15244232,0.50596154,0.68271060250742,0.556474,0.17558323,149.239275697518,0.47697768,23.166521,0.7559967,0.933619663236872,14.479021,4.592413e-09,0.36549366,0.0016749741
crop_01_00012_TE_1512x2016_8bit_sRGB_025.png,00012_TE_1512x2016.png,12,1,25,0.252375178,71.41192661,25.76254918,18.555836,0.632416593482843,0.890194951648446,0.9308556,0.2114311,1.5927713,0.6433084,0.4613643,0.23115069,-0.06494368,0.013609885,0.3292784,0.61199033,0.833335024418216,0.361013,0.086571366,114.674745004339,0.355897,21.915495,0.6064391,0.975356082833494,4.3790455,0.6312442,0.31728923,0.5458549
crop_01_00012_TE_1512x2016_8bit_sRGB_050.png,00012_TE_1512x2016.png,12,1,50,0.509755291,26.87889908,31.49379456,28.628933,0.741076092279328,0.947273604271451,0.97815496,0.39015776,0.66601247,0.16741467,0.8644838,0.08367175,-0.021671271,0.84235775,0.5603117,0.63428324,0.916596100437882,0.04838711,0.033977225,54.5241717728887,0.24203247,29.083014,0.0425736,0.995013539154805,0.5590522,0.9881022,0.8739005,0.9458219
crop_01_00012_TE_1512x2016_8bit_sRGB_075.png,00012_TE_1512x2016.png,12,1,75,0.844731565,13.1706422,24.08620338,29.739723,0.788938423942035,0.966965453515165,0.98955786,0.4739521,0.5259929,0.15799208,0.9092019,0.0663473,-0.013417246,0.9130925,0.555383,0.63941693,0.968055520544707,0.041536152,0.014126381,43.1752255670352,0.19286661,30.300596,0.049929246,0.997462347513376,0.3883755,0.98206896,0.90843797,0.96612173
crop_02_00002_TE_2144x1424_8bit_sRGB_006.png,00002_TE_2144x1424.png,2,2,6,0.285059953,32.77431193,27.0262034,28.508617,0.860341282878186,0.969397805593216,0.97462296,0.3609572,1.2036979,0.26963422,0.7179894,0.13376474,-0.034477655,0.7607834,0.44142562,0.6296033,0.973911411490956,0.095611095,0.057424605,94.7683740250601,0.18102583,29.341324,0.13923837,0.993900463652225,1.5771071,0.5511161,0.967974,0.82342076
crop_02_00002_TE_2144x1424_8bit_sRGB_012.png,00002_TE_2144x1424.png,2,2,12,0.447724509,26.4146789,25.12369336,30.126194,0.883882966137336,0.977495595576098,0.98339707,0.438109,0.9980615,0.23151876,0.80915815,0.1111331,-0.026291225,0.8840792,0.46902648,0.6318667,0.98341097892953,0.06854141,0.043085206,78.3112031874014,0.15537104,30.867981,0.11275733,0.996032563800584,0.95449626,0.9907419,0.98537654,0.9091577
crop_02_00002_TE_2144x1424_8bit_sRGB_025.png,00002_TE_2144x1424.png,2,2,25,0.694449103,22.89174312,25.70257592,30.487585,0.895836203131144,0.979622084789157,0.98160905,0.4721492,0.9385616,0.19597355,0.8318042,0.09738529,-0.020558877,0.88062626,0.4723694,0.61729985,0.984567075527609,0.06301057,0.041074045,72.1361797401146,0.14933568,31.575237,0.083933026,0.995525177687856,0.70848376,0.9980374,0.98584044,0.9288162
crop_02_00005_TE_1336x872_8bit_sRGB_006.png,00005_TE_1336x872.png,5,2,6,0.237859144,37.8293578,24.16357218,27.357117,0.926882080928033,0.984038296769156,0.9726059,0.4174642,1.4047403,0.08042799,0.7023903,0.13770765,-0.026594441,0.6828047,0.42866126,0.65448636,0.972127327820712,0.1342516,0.060130674,122.596933205113,0.16021013,30.009254,0.037369154,0.992025574242816,1.2740904,0.95456386,0.9826559,0.887203
crop_02_00005_TE_1336x872_8bit_sRGB_012.png,00005_TE_1336x872.png,5,2,12,0.333949074,30.7412844,23.67145616,28.723083,0.939782277874917,0.988328751274586,0.981288,0.4864354,1.085976,0.05933737,0.7811766,0.11770278,-0.021041218,0.7869061,0.45732632,0.6573695,0.976168922982426,0.0962649,0.04645681,111.045048785125,0.13762346,31.332375,0.025214713,0.994284616532164,0.68753254,0.99898416,0.99138755,0.9120221
crop_02_00005_TE_1336x872_8bit_sRGB_025.png,00005_TE_1336x872.png,5,2,25,0.519447344,31.83853211,23.23500171,28.61575,0.929653053234272,0.984378013268668,0.9694383,0.48137036,1.0136125,0.061621655,0.75393075,0.1262542,-0.016367102,0.7282053,0.4479513,0.6446853,0.973005792935471,0.10263735,0.060319506,110.276292990363,0.14821975,31.230186,0.025174698,0.990956000344436,0.7682389,0.9991248,0.9896485,0.90295345
crop_02_00006_TE_1544x1120_8bit_sRGB_006.png,00006_TE_1544x1120.png,6,2,6,0.380990933,37.01559633,21.91500753,25.657118,0.870766131978562,0.97419424131956,0.9769571,0.37189573,1.1495697,0.18192439,0.68800914,0.15303832,-0.027327502,0.7354863,0.45695138,0.6403373,0.965416784953061,0.14740294,0.056361604,88.3257922749822,0.23466036,26.332333,0.09383494,0.993295306522851,1.3700398,0.78153163,0.9018809,0.7454871
crop_02_00006_TE_1544x1120_8bit_sRGB_012.png,00006_TE_1544x1120.png,6,2,12,0.556893042,26.71559633,22.46189505,27.176313,0.907515986728398,0.983607995256957,0.9850266,0.46218336,0.8838321,0.12240066,0.7663204,0.12731045,-0.018233733,0.80822223,0.47221556,0.63371986,0.969756555990165,0.10489464,0.03971813,75.1081280795185,0.19235817,27.880806,0.05884422,0.995812270581876,0.6809271,0.98985565,0.95083255,0.8873111
crop_02_00006_TE_1544x1120_8bit_sRGB_025.png,00006_TE_1544x1120.png,6,2,25,0.823168024,27.73944954,20.33504237,27.590672,0.92265151345375,0.984196608706594,0.98419434,0.49330336,0.8445666,0.098820716,0.7366677,0.12336904,-0.015424763,0.83544976,0.49561462,0.6225036,0.966169301160444,0.08779508,0.036145493,70.0851768544301,0.18517081,28.567732,0.04097294,0.995298226685337,0.52403027,0.9972863,0.9503468,0.88797206
crop_02_00007_TE_1472x976_8bit_sRGB_006.png,00007_TE_1472x976.png,7,2,6,0.355582903,30.96605505,26.68216674,29.837301,0.873392896665549,0.974065908814063,0.9718483,0.4237689,0.7885831,0.16609752,0.7384121,0.15836298,-0.027846456,0.8406112,0.41303682,0.65559274,0.9678834144568,0.0693596,0.056456927,50.3854729647536,0.17459074,30.49074,0.07640535,0.994091255271499,1.1628788,0.9978667,0.982317,0.8507589
crop_02_00007_TE_1472x976_8bit_sRGB_012.png,00007_TE_1472x976.png,7,2,12,0.529211957,25.39449541,27.21172452,31.294113,0.896036941357585,0.981278210578575,0.9813348,0.5114455,0.6316794,0.14195435,0.8039827,0.13941318,-0.01753823,0.9266513,0.43843982,0.65583265,0.971932179131647,0.05852753,0.040160373,41.2954789467463,0.14761218,31.87703,0.06526337,0.996356530661092,0.795746,0.99909544,0.9880751,0.8931141
crop_02_00007_TE_1472x976_8bit_sRGB_025.png,00007_TE_1472x976.png,7,2,25,0.801073592,21.07155963,25.09478213,31.012615,0.896065073626003,0.980978241020264,0.9744015,0.5299915,0.7890896,0.11917766,0.8017748,0.12823051,-0.016724747,0.8867549,0.45074263,0.6290779,0.975452954507158,0.05765456,0.04032009,41.6594493249753,0.15162486,31.96781,0.054262023,0.995262229325371,0.6669991,0.99860483,0.97920156,0.9020308
crop_02_00009_TE_1976x1312_8bit_sRGB_006.png,00009_TE_1976x1312.png,9,2,6,0.577188457,41.26972477,24.43247765,22.079908,0.764655819134624,0.952705164984818,0.97453785,0.3557102,1.3859048,0.2899081,0.6121909,0.15447468,-0.040100288,0.66254675,0.46840563,0.6242556,0.993158857620903,0.117807746,0.077329986,102.552237450621,0.2865861,22.943296,0.13881305,0.989591727243977,2.4462752,0.51985025,0.8473664,0.7345315
crop_02_00009_TE_1976x1312_8bit_sRGB_012.png,00009_TE_1976x1312.png,9,2,12,0.849745729,33.93302752,20.96619409,23.29872,0.822655274256245,0.96931238345092,0.9834853,0.4456421,1.1117207,0.18210685,0.72638696,0.12579161,-0.022774545,0.80491054,0.51657784,0.62061185,0.995797612856155,0.08442706,0.05622338,86.248605122502,0.2416406,24.19123,0.08668564,0.993283212307746,1.3263916,0.9746703,0.9425306,0.8700723
crop_02_00009_TE_1976x1312_8bit_sRGB_025.png,00009_TE_1976x1312.png,9,2,25,1.220431767,29.57798165,26.18077717,23.642193,0.846455270093079,0.973359285836616,0.9795111,0.46479172,1.148357,0.12359475,0.7575365,0.11084592,-0.018807258,0.7927018,0.54460675,0.6069806,0.994516474612108,0.06948906,0.056946017,81.1660111965565,0.23735166,24.665052,0.057858437,0.992165545649528,0.9904554,0.98162854,0.9261748,0.8762346
crop_02_00010_TE_2000x1128_8bit_sRGB_006.png,00010_TE_2000x1128.png,10,2,6,0.199092199,44.8266055,24.40589357,29.655785,0.846952700359608,0.96233404163736,0.9757474,0.3532693,1.505941,0.27003694,0.5951852,0.1691516,-0.042988278,0.67292327,0.39471936,0.67839414,0.977526061459381,0.17239285,0.058106676,87.7172667673055,0.18775886,30.600895,0.14347056,0.994936073454168,2.7472026,0.7011612,0.95891154,0.7218747
crop_02_00010_TE_2000x1128_8bit_sRGB_012.png,00010_TE_2000x1128.png,10,2,12,0.31391844,39.21100917,26.38696975,31.079638,0.877676394706051,0.974338507497425,0.98598695,0.45101273,1.0973198,0.20911124,0.7177536,0.14243478,-0.029339481,0.778048,0.43795815,0.67736036,0.983323711133193,0.13750821,0.038312536,72.6676038503906,0.1585378,31.934124,0.10816312,0.997010049570661,1.6152058,0.9914739,0.9771867,0.8487611
crop_02_00010_TE_2000x1128_8bit_sRGB_025.png,00010_TE_2000x1128.png,10,2,25,0.509265957,31.32018349,26.36048189,31.608446,0.898696797698895,0.97916596470924,0.9863058,0.50738555,0.9925331,0.15599023,0.7590544,0.1320045,-0.02178481,0.8040809,0.47301275,0.67245996,0.983413719795908,0.1236369,0.03180137,65.3292255479684,0.14683561,32.841007,0.067202665,0.996694792766009,1.0761238,0.9983266,0.9803233,0.8653869
crop_02_00011_TE_1744x1160_8bit_sRGB_006.png,00011_TE_1744x1160.png,11,2,6,0.46371006,33.2706422,25.63689036,26.511211,0.859543459822795,0.974998019257634,0.98286253,0.40303063,1.1478888,0.15761296,0.7960322,0.13770688,-0.024073562,0.8170814,0.44793984,0.70506454,0.996928052896859,0.1090315,0.05376627,57.5000011725715,0.23171711,28.029459,0.13114241,0.991955704480607,1.5401814,0.6387808,0.985013,0.83723867
crop_02_00011_TE_1744x1160_8bit_sRGB_012.png,00011_TE_1744x1160.png,11,2,12,0.674331699,22.32844037,22.65206349,28.188316,0.901508978138824,0.98474688281638,0.9899732,0.5024596,0.75886357,0.10631897,0.8797147,0.10706121,-0.007546763,0.9063414,0.4948197,0.6912654,0.99827532809008,0.07078779,0.034303054,36.5030603486072,0.18923295,29.555304,0.10098018,0.995229675953443,0.7572216,0.9527362,0.99104553,0.9419232
crop_02_00011_TE_1744x1160_8bit_sRGB_025.png,00011_TE_1744x1160.png,11,2,25,1.009542075,16.7706422,23.85603343,28.822992,0.915538907458074,0.986479466797989,0.98947674,0.53557026,0.65104634,0.07115782,0.90123296,0.096729755,-0.00096890965,0.9298238,0.5357277,0.68479204,0.997467608739774,0.0558334,0.031721644,29.8277154898619,0.17778754,30.338781,0.07612328,0.995017654911415,0.5251118,0.9863458,0.9934829,0.9351495
crop_02_00012_TE_1512x2016_8bit_sRGB_006.png,00012_TE_1512x2016.png,12,2,6,0.28587963,38.67155963,23.25836968,28.825253,0.692756378613531,0.920261085853223,0.96946025,0.24560778,1.710037,0.41522974,0.65254265,0.16932517,-0.064515814,0.71061194,0.4168744,0.65660393,0.932157412887872,0.20154601,0.071712464,68.9426056736109,0.24424653,29.478924,0.35270667,0.992540063877001,3.336264,0.68957436,0.918893,0.9018678
crop_02_00012_TE_1512x2016_8bit_sRGB_012.png,00012_TE_1512x2016.png,12,2,12,0.470033384,23.35321101,24.82228789,30.098307,0.778943663957594,0.951840557047753,0.98256797,0.3834972,1.040728,0.3161179,0.82883555,0.13603264,-0.038961474,0.8827586,0.49177885,0.65438265,0.949631357736301,0.13367969,0.041700613,53.2092772844811,0.20286,30.68712,0.2614134,0.99583046796079,1.6915619,0.9865436,0.9588142,0.97452015
crop_02_00012_TE_1512x2016_8bit_sRGB_025.png,00012_TE_1512x2016.png,12,2,25,0.759558453,16.63669725,24.41598086,31.019983,0.829847249160041,0.964658542561386,0.9846307,0.46865258,0.8101578,0.21805759,0.89196485,0.12035793,-0.024426952,0.9240106,0.5503376,0.6457864,0.951647750833873,0.093741596,0.031778112,43.3571025592051,0.18097222,31.99978,0.15478379,0.996326409591626,0.9406078,0.996971,0.9730259,0.98918194
crop_05_00002_TE_2144x1424_8bit_sRGB_006.png,00002_TE_2144x1424.png,2,5,6,0.059785343,53.58073394,27.79894552,24.573875,0.80083827398698,0.947902910639654,0.94919103,0.21098039,1.997935,0.37278587,0.46255505,0.18026215,-0.06810825,0.4343929,0.34714577,0.6443288,0.950295194264473,0.18252283,0.101294875,134.599223042941,0.25486016,25.581789,0.2831706,0.985905120607725,5.8607764,0.068677194,0.75325435,0.3359627
crop_05_00002_TE_2144x1424_8bit_sRGB_025.png,00002_TE_2144x1424.png,2,5,25,0.250995724,30.89449541,26.72826506,29.148386,0.876682268222347,0.978855484021196,0.98631376,0.3937364,1.1089224,0.2682609,0.73993534,0.12037367,-0.03319384,0.8295588,0.440555,0.6410187,0.987232652390323,0.083610535,0.041042868,86.0323777260494,0.15460353,30.03711,0.15613544,0.996582197538841,1.540661,0.5785137,0.9748243,0.88782406
crop_05_00002_TE_2144x1424_8bit_sRGB_050.png,00002_TE_2144x1424.png,2,5,50,0.501519789,16.36513761,22.69049988,32.339443,0.91665928222043,0.989252971230024,0.99464387,0.5651327,0.64335513,0.19812165,0.89880556,0.07557416,-0.013087609,0.9602767,0.4866193,0.6327766,0.996230644493448,0.037927806,0.017567948,57.6935424870565,0.11144497,33.545765,0.089798845,0.998563213462566,0.5278805,0.99911946,0.98873246,0.9371119
crop_05_00002_TE_2144x1424_8bit_sRGB_075.png,00002_TE_2144x1424.png,2,5,75,0.750471659,10.51100917,22.54495749,32.64241,0.932092687770704,0.993624192633155,0.996512,0.6557128,0.4752621,0.16310827,0.91807467,0.065972984,-0.0041825976,0.9629073,0.5269282,0.62912214,0.997939325122689,0.031106055,0.012680589,52.485849159905,0.09600018,34.204315,0.047725428,0.998747335493292,0.30891928,0.99955064,0.9882653,0.93769276
