dist_img,ref_img,dmos,var,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,ckdn_imagenet,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
I01_07_01.png,I01.png,2.73,1.123,17.56416,0.925077190212445,0.963553193099223,0.95531106,0.71918267,2.5499763,0.122620955,0.57756907,0.096494794,-0.049747817,0.55206007,0.60308003,0.957347824207211,0.07949406,0.03987435,64.2875686587733,0.1801629,17.70217,0.15306437,0.989122099858412,0.227726,1.9225658,0.5125027,0.48878402,0.1429525
I01_07_02.png,I01.png,2.5,1.025,15.06556,0.886536827579526,0.936808158510751,0.92082286,0.64095473,3.389159,0.22291821,0.47091424,0.14189494,-0.06847132,0.50831026,0.59768075,0.927089987314555,0.13361186,0.05788277,76.9314312189389,0.23856525,15.202219,0.26487362,0.97951819740626,0.11667095,3.83086,0.503161,0.3816667,0.013589608
I01_07_03.png,I01.png,2.27,1.062,14.039575,0.866821963687455,0.921543484061103,0.89840925,0.607628,3.5998983,0.28417704,0.4649915,0.16252857,-0.07564219,0.4784379,0.5945525,0.910329280218362,0.15973794,0.06667053,82.1588832618114,0.26676995,14.176945,0.33850804,0.972879082541788,0.08160818,4.779913,0.44613564,0.32731235,0.003928809
I01_07_04.png,I01.png,2.47,1.147,13.12771,0.847260493721481,0.903655233457796,0.86859214,0.5754964,3.675382,0.3429286,0.4602307,0.18519121,-0.080506496,0.4425686,0.5916029,0.890642523734757,0.18712693,0.076079525,86.9018770455473,0.2945944,13.264771,0.4098054,0.96369027475671,0.060865685,5.493847,0.24940202,0.28373897,0.0013493276
I01_07_05.png,I01.png,2.2,0.945,12.456753,0.811866728786788,0.819337374600724,0.8124066,0.43531412,3.2958295,0.46164995,0.4075259,0.2209149,-0.07564635,0.3267564,0.56268775,0.799990151485908,0.24244022,0.11216295,112.947415132671,0.38466954,13.486835,0.5962106,0.950756134938665,0.027269347,6.9476833,0.3580456,0.21379967,0.00026205162
I01_08_01.png,I01.png,4.7,0.458,80,1,1,0.99999994,0.99999887,-1.8626451e-09,0,0.9319653,-1.1920929e-07,0.0055674296,0.53717905,0.6030986,0.999999996674887,0,0,0,0,80,0,0.999999921061422,0.96643275,0,0.9967373,0.94332105,0.91626716
I01_08_02.png,I01.png,3.77,0.616,15.141301,0.970927878685172,0.970322361431155,0.9552602,0.737007,0.79814166,0.20087644,0.746698,0.0861969,-0.03568661,0.3032735,0.5063693,0.967494100351681,0.08000755,0.03620353,146.024181866412,0.15049538,26.921814,0.2310201,0.988139776059366,0.4938633,2.2263608,0.0069701094,0.6800205,0.8896012
I01_08_03.png,I01.png,2.73,1.062,11.8684435,0.945275376144351,0.944080044580081,0.920038,0.5864396,0.8576032,0.29497963,0.6326429,0.14831603,-0.062409274,0.21852861,0.4581909,0.935277515489281,0.13586861,0.053054903,183.293772253687,0.20384324,23.71931,0.34913993,0.972146922868955,0.3415652,4.0755725,4.7230424e-09,0.3010153,0.05072603
I01_08_04.png,I01.png,1.97,0.912,10.267135,0.866745831697904,0.846393332978724,0.813394,0.41216788,1.0237888,0.38492882,0.4279319,0.21374905,-0.06396542,0.17121017,0.39281815,0.817346372361147,0.2300784,0.111368634,201.627108263044,0.33208525,20.003437,0.4241348,0.950215960661862,0.3030442,7.698266,1.7055977e-13,0.118374795,0.0018493993
I01_08_05.png,I01.png,1.67,0.699,9.06808,0.750602741113329,0.665630528444542,0.7405515,0.25605205,1.2832727,0.47920454,0.33981073,0.26072693,-0.074575014,0.15883444,0.36083117,0.649909436687769,0.31668597,0.17003818,214.191086006261,0.5200452,15.306021,0.49702328,0.91674727950024,0.05853131,12.856607,2.1362331000000003e-16,0.03875654,8.91336e-05
I01_09_01.png,I01.png,4.6,0.49,43.422646,0.985048181968717,0.9973844123164,0.99789995,0.89553756,0.12726057,0.013389965,0.9477448,0.01783359,0.0015825616,0.52649266,0.6047124,0.999725657055059,0.0043287873,0.0033155505,11.4201261628106,0.04590082,45.423286,0.0022328545,0.999473233552149,0.96605533,0.009485479,0.9970214,0.94266343,0.92133343
I01_09_02.png,I01.png,4.67,0.537,38.33465,0.963217022913884,0.991367334918893,0.9901851,0.6994438,0.29794478,0.070822224,0.94598645,0.06278378,-0.0081547825,0.5096642,0.6008933,0.997390907371141,0.024950862,0.01419582,40.4228545854906,0.08709454,39.88066,0.01601124,0.997785144386283,0.9565941,0.10768998,0.9970784,0.94161564,0.9258064
I01_09_03.png,I01.png,4.4,0.611,35.877052,0.944676425659442,0.985719747039497,0.98171115,0.57355386,0.46004787,0.09027453,0.92740375,0.09595621,-0.014206226,0.4865818,0.59214044,0.995831710057171,0.048273087,0.024468787,60.5322552428766,0.112921536,37.195885,0.027341165,0.995895684053927,0.94065166,0.26313335,0.9966768,0.9327546,0.9291632
I01_09_04.png,I01.png,2.9,1.044,30.086952,0.874169209796671,0.955620168162845,0.94293374,0.30124334,1.2712276,0.23230053,0.5962254,0.20653903,-0.049977776,0.38358557,0.52850103,0.977403648885844,0.17108554,0.0713202,111.696363604003,0.20640163,31.182701,0.106653035,0.985094693614006,0.63095295,2.530865,0.89181364,0.8356701,0.9027116
I01_09_05.png,I01.png,1.37,0.547,25.456627,0.77083085425087,0.881559371064784,0.86732477,0.11955058,2.8496268,0.43701127,0.27049765,0.30118215,-0.08942126,0.21958499,0.3891168,0.915420851779164,0.3353508,0.14385517,158.124308302241,0.32843542,26.24462,0.21156083,0.958074809967478,0.13009363,14.543567,0.0005572373,0.313634,0.49144545
I01_10_01.png,I01.png,4.37,0.657,33.230877,0.944856272434114,0.990181707640951,0.9893729,0.6772348,0.46403664,0.06469536,0.90445596,0.10574949,-0.007933028,0.515495,0.5900245,0.997676393544102,0.07778245,0.012748137,82.7444383750368,0.10611455,35.312805,0.009476749,0.99580632687064,0.8950925,0.240733,0.9941895,0.930456,0.90517265
I01_10_02.png,I01.png,3.93,0.854,32.648323,0.937718570404735,0.987943865971368,0.98649174,0.63598865,0.5300979,0.07423676,0.882412,0.112136364,-0.008872186,0.5077002,0.58751124,0.997232093858918,0.0918808,0.01600307,89.3116637098899,0.11531689,34.6718,0.011234368,0.995046225660417,0.87160385,0.31856355,0.99421096,0.9300105,0.8936115
I01_10_03.png,I01.png,3.77,0.803,31.195642,0.916781609284018,0.980373295061524,0.97687715,0.5279949,0.7049412,0.111309156,0.79996055,0.15328336,-0.0140851615,0.46847114,0.5751478,0.993179317479946,0.12900388,0.02749386,109.723804855908,0.14159293,33.16992,0.019719265,0.99265139035833,0.7740352,0.6201502,0.9877037,0.917047,0.8846212
I01_10_04.png,I01.png,1.58,0.555,26.272575,0.795227573960017,0.909001371693442,0.8776997,0.24778943,2.7630072,0.3721105,0.29618952,0.30020046,-0.055988353,0.28435653,0.4895836,0.957683264966668,0.30205047,0.12557822,184.819914958664,0.27801567,28.387396,0.12976782,0.971023887062001,0.11170434,5.529737,0.50614893,0.6905816,0.5999904
I01_10_05.png,I01.png,1.17,0.373,23.298058,0.723160602872576,0.838517639383165,0.779106,0.15225238,4.263637,0.50338775,0.23282637,0.36430836,-0.108205736,0.17991197,0.37414014,0.910304105586574,0.37450224,0.19681299,237.96366839648,0.37526798,25.911873,0.25678545,0.946605079883143,0.007952727,15.694904,0.051237684,0.31680474,0.29900348
I01_11_01.png,I01.png,4.03,0.948,30.040874,0.79654785217286,0.972879793022622,0.9816804,0.7017395,0.831157,0.24275489,0.84688395,0.14118725,-0.016436499,0.3406514,0.5688866,0.997930216750852,0.10599458,0.024044659,88.4785261431078,0.15540797,33.53978,0.11158407,0.994748584684622,0.78473026,0.5375023,0.9053987,0.86127603,0.6757454
I01_11_02.png,I01.png,3.27,0.814,27.070807,0.678006839637068,0.951288382982458,0.9667307,0.5899518,1.3138603,0.35025197,0.71628135,0.17735815,-0.034351416,0.2506902,0.5502535,0.996011232659082,0.16037327,0.042358246,111.40035465234,0.20768616,30.54021,0.23410174,0.989724008052093,0.6331906,1.2454073,0.523438,0.67177093,0.4436216
I01_11_03.png,I01.png,2.67,0.745,25.341202,0.598525864377302,0.932297189006322,0.95206326,0.52100146,1.6159681,0.41611466,0.6304541,0.20053095,-0.045725662,0.1797998,0.53367007,0.992802855489861,0.19021851,0.058448046,124.271158244695,0.24497148,28.806316,0.32412937,0.98468597173879,0.55142933,1.7705449,0.51331335,0.556629,0.33906835
I01_11_04.png,I01.png,2.27,0.772,23.156221,0.494472753992052,0.902085827092272,0.92714715,0.44393063,2.1019585,0.52568775,0.5221185,0.24502248,-0.060358316,0.13239956,0.5075079,0.98921694226075,0.24434555,0.08331382,140.896201594634,0.29915196,26.607136,0.43313986,0.974909787686249,0.46017575,2.8705714,0.489992,0.4355393,0.2542168
I01_11_05.png,I01.png,2.37,0.752,20.270689,0.364985436494238,0.844983270407938,0.8803626,0.34902635,3.088376,0.69566345,0.4378233,0.29298294,-0.086636,0.041963,0.47722566,0.97975624762094,0.3178702,0.1265197,162.194363169614,0.38315517,23.722542,0.5687693,0.9553250611721,0.3559087,5.4430842,0.00062756805,0.3480961,0.21768554
I01_12_01.png,I01.png,4.43,0.559,34.158672,0.922917647373466,0.990938216649215,0.99419165,0.8584021,0.30374163,0.12258258,0.9331646,0.082194686,0.00010918431,0.44341072,0.5877308,0.999339723363612,0.05426824,0.0080401795,55.5173826522824,0.09143974,38.666435,0.030920697,0.998294230162814,0.91311336,0.09422049,0.98554593,0.9184746,0.84614336
I01_12_02.png,I01.png,3.7,0.69,27.25703,0.730154915837829,0.961345828497186,0.9737044,0.63676566,1.0053334,0.35731772,0.77303773,0.16699308,-0.027819965,0.26841784,0.54929876,0.996705392036756,0.14999807,0.033840407,107.942896640882,0.18505964,31.757828,0.21968903,0.991858400679928,0.66162604,1.1271127,0.52610874,0.6647704,0.44594774
I01_12_03.png,I01.png,2.77,0.883,24.31875,0.599641032608791,0.933092494349909,0.95295465,0.520671,1.4931358,0.48634243,0.6326533,0.2148447,-0.045415185,0.18347923,0.5184614,0.993382966217465,0.21274716,0.05679444,130.518297009088,0.24478531,28.829361,0.37295264,0.984035328828902,0.5352563,2.107657,0.51235515,0.48290864,0.2902115
I01_12_04.png,I01.png,2.37,0.836,21.37995,0.457710226212254,0.887599731232813,0.91607326,0.4173316,2.1970732,0.6496142,0.49602675,0.26340652,-0.07339748,0.07469153,0.48460367,0.988654821153689,0.28151494,0.093994856,152.332060855415,0.32090282,25.821781,0.50781584,0.970088817860776,0.4154691,3.9854765,0.040897634,0.38954496,0.22558768
I01_12_05.png,I01.png,1.97,0.547,19.727036,0.382192816813733,0.855143759228742,0.888221,0.36162454,2.672175,0.7589596,0.44139403,0.29832512,-0.08616553,0.018422185,0.46906465,0.984615860593781,0.33617902,0.11779673,164.331922074306,0.36956844,24.129162,0.58970726,0.957441346055198,0.3572821,5.7727685,3.406901e-05,0.32814464,0.18601891
I01_13_01.png,I01.png,3.67,0.789,35.262108,0.971919969213104,0.994518958570148,0.9961336,0.9101475,0.8990046,0.12924935,0.7887339,0.069145024,-0.012449297,0.49919,0.5974873,0.999286059247502,0.108291686,0.024565056,178.206308731439,0.07641719,39.25278,0.049175516,0.998681890358916,0.71096176,0.1489451,0.9922691,0.92990595,0.88367796
I01_13_02.png,I01.png,2.87,1.087,28.164635,0.864863058090548,0.971471309542995,0.98007005,0.671717,2.3955767,0.32577455,0.584195,0.15595073,-0.043268837,0.328523,0.5719845,0.997136093565522,0.2655102,0.057156295,306.541657076374,0.17672789,31.742506,0.2072319,0.992633009949198,0.5078139,1.0441837,0.68499523,0.7889159,0.54807943
I01_13_03.png,I01.png,2.6,0.663,25.196096,0.75560705623196,0.945029824112438,0.95998263,0.5398482,2.7323973,0.43193397,0.52849853,0.18676949,-0.06337478,0.24358442,0.5524587,0.994218716417304,0.32033938,0.08317553,311.727428440611,0.24692407,28.752453,0.32514766,0.985874369387585,0.44795772,2.0036342,0.51254785,0.5287908,0.33907926
I01_13_04.png,I01.png,2.07,0.727,22.150944,0.593656552007324,0.901789977513382,0.9269741,0.42097518,3.205294,0.5737102,0.45194966,0.22587049,-0.080630794,0.107098535,0.51847416,0.987622465955837,0.3695634,0.11220863,271.315590269633,0.3399572,25.724548,0.46554783,0.973026510056064,0.3704093,3.2478259,0.24890594,0.3849616,0.23504196
I01_13_05.png,I01.png,2.03,0.657,20.287449,0.483365641930463,0.861424370231844,0.8923822,0.3519407,3.394053,0.68674546,0.4086246,0.25634122,-0.08900913,0.069497526,0.48782662,0.981664073690164,0.38579422,0.14076428,241.378014218151,0.41006732,23.8147,0.55206966,0.959146659163305,0.3124139,4.793914,0.000990066,0.33448514,0.20208916
I01_14_01.png,I01.png,4.57,0.616,35.60922,0.940384789253424,0.993112817149606,0.9947323,0.8980925,0.33520913,0.08141242,0.9310662,0.055662513,0.00089591846,0.47066554,0.5923585,0.999365035860452,0.02851826,0.0079089,46.2845940696772,0.07814423,39.998505,0.021742072,0.998566508550769,0.9216721,0.070144646,0.99070346,0.9236618,0.8732179
I01_14_02.png,I01.png,3.57,1.023,28.641214,0.796175206879379,0.971407560302849,0.97671694,0.72414654,1.0585954,0.27929235,0.75588006,0.11480409,-0.018406749,0.36349392,0.5607348,0.997493984276762,0.09433365,0.03310519,99.5123707455538,0.15804991,33.015884,0.1765364,0.992897554761401,0.70509076,0.79711986,0.6949783,0.7519145,0.51495034
I01_14_03.png,I01.png,3.13,0.846,25.622587,0.693830507282255,0.950227921658092,0.95773226,0.62502337,1.5975956,0.38855278,0.6299962,0.15293479,-0.037015144,0.30082124,0.5394425,0.995026617522665,0.13978595,0.055342313,121.697169508426,0.20988278,29.980675,0.3024717,0.98610096873774,0.5725062,1.4263549,0.5135664,0.5334587,0.3250857
I01_14_04.png,I01.png,2.5,0.764,22.664085,0.581328405877588,0.918001461240213,0.9267323,0.5231208,2.2244902,0.5203785,0.5382551,0.19218993,-0.058537066,0.23396516,0.50951946,0.99105139302511,0.20056629,0.088936836,141.922715490102,0.27276453,27.010832,0.4256584,0.974634262990415,0.44233263,2.43377,0.44332537,0.38894585,0.22171237
I01_14_05.png,I01.png,2.27,0.68,18.887768,0.428204246336277,0.8537502282466,0.86647445,0.3884356,3.3120127,0.72985214,0.427279,0.25724238,-0.08594032,0.104293756,0.4721147,0.978997030664629,0.29773033,0.14418402,168.243188242499,0.3746638,23.10153,0.5691074,0.947193389210744,0.31526348,4.684336,0.00015033472,0.33403596,0.10456089
I01_15_01.png,I01.png,3.57,0.989,30.853832,0.892955929042574,0.965295771669902,0.95398843,0.4016975,0.9814074,0.11914794,0.7762482,0.13944203,-0.03488464,0.3405784,0.5407868,0.981567819498044,0.105673015,0.05803065,98.5019712356996,0.17532581,32.45987,0.05654711,0.988045654663113,0.8111881,0.9235674,0.8941201,0.88114595,0.86556494
I01_15_02.png,I01.png,2.63,0.912,27.585432,0.826491920260464,0.93604689981004,0.9267405,0.2914291,1.3773242,0.22526698,0.5360371,0.2059828,-0.048684467,0.2215725,0.48824468,0.953491183492172,0.19597644,0.08581754,129.222194225361,0.24209261,29.009373,0.10657513,0.97878709103338,0.59859645,1.9508675,0.4949544,0.7542244,0.7255734
I01_15_03.png,I01.png,1.77,0.607,26.594412,0.770976910879305,0.912821480316489,0.9089917,0.23857267,1.7108023,0.3197165,0.37468773,0.2589152,-0.067346916,0.13458903,0.45542184,0.941625180064943,0.26952899,0.099634685,146.806263708576,0.28214234,28.526087,0.19115442,0.971937051379968,0.4448925,3.4667225,0.43429258,0.61356264,0.59278136
I01_15_04.png,I01.png,1.4,0.49,23.692509,0.631046438825212,0.843735962457671,0.86408883,0.18323933,3.1726725,0.49541986,0.29708463,0.3313796,-0.09550819,0.029041206,0.3870365,0.90224448009701,0.36370063,0.1327894,169.234755993545,0.37612462,25.79512,0.43816015,0.954779841289711,0.26205426,7.9212456,0.024360986,0.359724,0.22347453
I01_15_05.png,I01.png,1.33,0.471,20.954287,0.494185074064835,0.77533938918066,0.8168382,0.14583258,4.366588,0.6325661,0.26713648,0.38649988,-0.105557434,-0.019130575,0.36287683,0.876794567460062,0.44029617,0.1656175,182.483658764265,0.46481836,22.603622,0.56961846,0.934527939143604,0.15542082,13.322819,3.9894985e-05,0.29079983,0.10514515
I01_16_01.png,I01.png,4.37,0.547,27.668268,0.991541082621186,0.99786588592247,0.9980991,0.9719498,0.31451097,0.004468397,0.92288256,0.0037887692,0.004108236,0.5888132,0.60030353,0.998176535895023,0.0010400414,0.002120255,27.7752626222079,0.041137896,27.651768,0.010922943,0.999307174418565,0.9620398,0.016040344,0.9939919,0.93802315,0.9306492
