MOS,dist_image,ref_image,std,ahiq,ckdn,cw_ssim,deepdc,dists,fsim,gmsd,lpips,mad,ms_ssim,nlpd,pieapp,psnr,psnry,ssim,stlpips,topiq_fr,vif,vsi,wadiqam_fr,ckdn_imagenet,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
0.91097,img01_2_17.bmp,img01.bmp,0.04273,0.50542045,0.6370105,0.999180572487606,0.043398082,0.10087007,0.9561577,0.0065175123,0.086421296,58.2342541052207,0.99136196216721,0.13237263,0.37732586,32.138042,32.32847,0.875651685824634,0.0061049284,0.90513986,0.70923626,0.98901472815347,-0.0060215215,0.9309811,0.26807374,0.9712417,0.9111512,0.8466563
0.25814,img01_4_06.bmp,img01.bmp,0.05107,0.26851258,0.52020556,0.999415799988454,0.25375968,0.22264552,0.8354461,0.085774645,0.4154579,108.31907072622,0.947746847981877,0.20270728,2.2721117,29.539658,29.590548,0.764403641587784,0.3424003,0.43137527,0.28932348,0.959096882727221,-0.081048794,0.47682187,5.2901435,0.000118941214,0.4985731,0.23713428
0.73685,img01_3_16.bmp,img01.bmp,0.04602,0.4963281,0.63352877,0.999955368888967,0.097249806,0.12403011,0.91528124,0.030294955,0.24136558,78.4841795643359,0.977873777233637,0.14023504,0.7371573,31.691051,31.73394,0.847589327859159,0.11763683,0.7266331,0.50880414,0.978740369778932,-0.03246009,0.81322825,0.93760365,0.653294,0.95615023,0.8527579
0.32138,img01_4_09.bmp,img01.bmp,0.06961,0.3678198,0.55637044,0.999814443250441,0.17230433,0.18542385,0.8783469,0.06344928,0.38898712,106.061397816202,0.962161825182691,0.18904327,1.8385422,29.679615,29.9111,0.788484448498985,0.2724213,0.48553056,0.34423754,0.970118367719472,-0.069632255,0.56298286,3.521116,0.0035595617,0.7169301,0.5389514
0.64127,img01_3_12.bmp,img01.bmp,0.02984,0.43353626,0.6047534,0.999950713724199,0.114662945,0.13401556,0.90565085,0.034950834,0.28664544,83.0631185092087,0.974628834271331,0.14856027,1.058391,31.134932,31.181667,0.832661779429073,0.1586738,0.6500964,0.47376546,0.975980209662623,-0.042373933,0.73383313,1.4717562,0.50675666,0.9133817,0.8145773
0.43351,img01_3_03.bmp,img01.bmp,0.06873,0.38068417,0.55985016,0.999402187180272,0.13302648,0.14977348,0.8855072,0.04924076,0.25229916,107.458747687855,0.967349512427966,0.18872724,1.5605056,30.050571,30.113794,0.8070095397399,0.21908692,0.5275776,0.38370454,0.97177152088633,-0.063207805,0.6239701,2.677291,0.084714025,0.799517,0.67725277
0.63031,img01_3_09.bmp,img01.bmp,0.05276,0.43411037,0.599234,0.999887044322895,0.11368519,0.14008981,0.9069862,0.032040413,0.29135826,86.7819767071485,0.97395594641888,0.14956096,1.2923405,30.968515,31.156605,0.829861963745256,0.16553591,0.64076525,0.47432473,0.976506471951525,-0.043854564,0.7125209,1.4447061,0.4981803,0.90345377,0.8354025
0.35834,img01_4_14.bmp,img01.bmp,0.11308,0.41364375,0.6198963,0.999947715898327,0.23181778,0.18476766,0.88108,0.059322305,0.32321057,97.2338402388509,0.960380135588624,0.17654273,1.3426535,30.07436,30.121983,0.795144903507635,0.22051951,0.54923457,0.36767983,0.970330157916449,-0.06051982,0.67157435,2.3189805,0.19836082,0.8329832,0.64945644
0.56039,img01_3_06.bmp,img01.bmp,0.05906,0.3264506,0.5862252,0.999723050907503,0.1921705,0.19252336,0.8689845,0.05408462,0.34195057,94.1311700661809,0.964782933867788,0.1728888,1.4902297,30.528442,30.576551,0.802677431291407,0.24666084,0.5613643,0.38713944,0.966265379498743,-0.05797028,0.63931197,2.5737574,0.07111141,0.7118242,0.52417254
0.43975,img01_2_01.bmp,img01.bmp,0.11552,0.37668744,0.5162267,0.999483056437102,0.1363619,0.14348292,0.89541686,0.035496857,0.29471064,87.0007446368742,0.975271090152642,0.1521379,1.8936163,30.915335,30.947105,0.83488862640733,0.2660006,0.5141049,0.4672292,0.973769598258142,-0.06726276,0.5822882,3.8580143,0.0017402015,0.6911889,0.45966697
0.7721,img01_2_10.bmp,img01.bmp,0.10513,0.4644599,0.5970701,0.997435355205136,0.049482882,0.09838331,0.93350434,0.04333218,0.13450232,80.3296584747482,0.975545015196549,0.16254166,0.92720306,31.600967,31.652721,0.86778501468167,0.080884166,0.77215093,0.45454198,0.984743335746844,-0.039585408,0.7604003,0.7412746,0.5084814,0.9248475,0.83507097
0.03626,img01_4_05.bmp,img01.bmp,0.01224,0.22031508,0.4996491,0.999330082429927,0.45416188,0.34025788,0.7836486,0.08593677,0.39465642,111.211416731793,0.934070067626279,0.23144376,3.6439102,28.002214,28.035797,0.717122532935129,0.22182786,0.3314407,0.25212565,0.951137302140175,-0.08026272,0.25345755,4.0225563,0.0006283841,0.53376156,0.22557849
0.88071,img01_2_06.bmp,img01.bmp,0.04878,0.3993791,0.6557699,0.999797884248965,0.11923349,0.14360774,0.9130477,0.026832182,0.2589762,80.9612162272946,0.981364995767186,0.14002931,0.800442,31.786306,31.847198,0.858731792178543,0.19292557,0.7646279,0.54779303,0.977462131210372,-0.036108956,0.84894586,0.9959717,0.9695383,0.9120926,0.6514603
0.1175,img01_4_11.bmp,img01.bmp,0.04968,0.31320316,0.48565692,0.987531126400758,0.16436201,0.19421357,0.87244934,0.07946718,0.3417162,112.47308339968,0.939058896138923,0.2440813,2.4470081,29.052011,29.08211,0.773308196727975,0.22646387,0.39245766,0.24469171,0.969959763838313,-0.06791743,0.45897433,4.6982474,0.07901175,0.7854786,0.6645816
0.90601,img01_2_13.bmp,img01.bmp,0.03546,0.570337,0.64630324,0.99995362973854,0.045047462,0.0861482,0.95343786,0.005580987,0.118902534,54.152372905429,0.99422100682066,0.1020028,0.35408264,33.74683,33.8218,0.910065554935429,0.0129452245,0.8900842,0.72027045,0.988912964901005,-0.0058054947,0.91899717,0.24254337,0.99508744,0.96648514,0.85590285
0.25139,img01_4_15.bmp,img01.bmp,0.06763,0.31666547,0.5103783,0.99991052063632,0.18312597,0.18627131,0.86333823,0.06975815,0.3983164,105.53414542289,0.953678319086026,0.1882588,2.5409896,29.584007,29.640705,0.777160511185721,0.31468278,0.4221661,0.32058057,0.96680823092087,-0.076927505,0.4987805,5.4050007,0.0008765311,0.6311356,0.37437156
0.81085,img01_2_09.bmp,img01.bmp,0.04123,0.5119091,0.63570815,0.999935011909905,0.07794112,0.111628115,0.92923295,0.015397702,0.22633545,73.5894924599671,0.982043876209756,0.12646407,0.7311203,32.146908,32.287117,0.862194361098366,0.0634615,0.76469404,0.6048828,0.982211627107083,-0.01759731,0.80334854,0.498535,0.8402491,0.9434817,0.8563848
0.18435,img01_3_05.bmp,img01.bmp,0.07975,0.31294927,0.51722366,0.999770591653279,0.32720363,0.2682289,0.8453777,0.050402395,0.3677942,97.1186799257978,0.962974880943876,0.18963772,2.3499787,29.207113,29.24295,0.775123269798918,0.18398194,0.4009142,0.3672212,0.964391303674833,-0.061920103,0.32685596,1.865715,0.15519896,0.76483446,0.6214625
0.68656,img01_3_14.bmp,img01.bmp,0.04736,0.48095822,0.63955706,0.999963784188816,0.12805039,0.1411193,0.91189796,0.033019118,0.24165098,79.7732524185549,0.976070100162034,0.14641088,0.8463989,31.266876,31.310108,0.839321375432895,0.103097394,0.71287805,0.4942139,0.977833267177023,-0.033084102,0.7807586,0.95124125,0.5552985,0.9451641,0.8469542
0.40084,img01_4_08.bmp,img01.bmp,0.05959,0.38312244,0.5928634,0.99974588467847,0.18318325,0.17119634,0.86581165,0.06179655,0.33410498,105.308604658768,0.958493360854699,0.18220894,1.5925758,29.958775,30.002678,0.788386844011289,0.27111197,0.49571496,0.3423417,0.967639825084093,-0.070005365,0.6111236,3.0666242,0.04119473,0.7519649,0.52649295
0.77183,img01_2_02.bmp,img01.bmp,0.07565,0.46722946,0.5982281,0.999970373935038,0.08457333,0.10846454,0.9327078,0.012750721,0.19551967,68.791363282178,0.988962892564982,0.115743,0.9478831,32.358467,32.396122,0.879713504363212,0.117275655,0.71010303,0.6122105,0.983237521861126,-0.032833487,0.75649256,0.99532884,0.48828104,0.91398984,0.8627031
0.39635,img01_3_02.bmp,img01.bmp,0.0802,0.36743948,0.5237325,0.999949773948162,0.16073722,0.16872102,0.8845,0.048338786,0.36640152,97.0640855047669,0.967841794246337,0.16405247,1.9581454,30.34746,30.37648,0.809981858119845,0.2737928,0.4790715,0.40451986,0.971362452769469,-0.0690067,0.5769991,3.909626,0.0039938465,0.70796955,0.5217733
0.66277,img01_2_05.bmp,img01.bmp,0.1077,0.41539946,0.57558477,0.99991019948959,0.122980475,0.17518777,0.9341876,0.007277731,0.10925842,71.4070499190242,0.99065894963232,0.13381544,0.97894603,31.297382,31.354004,0.861899865335944,0.095589995,0.66697985,0.61481136,0.984141905246696,-0.03240479,0.75168854,0.71281636,0.004395774,0.7870241,0.6459487
0.57954,img01_3_07.bmp,img01.bmp,0.07659,0.43098232,0.60522777,0.999895270578464,0.10069996,0.13105524,0.9072274,0.035728496,0.25721774,84.0906654932713,0.97427721227552,0.15392911,1.1390551,30.902794,30.967346,0.830631855382722,0.117758974,0.65572315,0.470481,0.97705631228128,-0.038018372,0.70194566,1.0716504,0.50659406,0.921833,0.8168499
0.39443,img01_4_19.bmp,img01.bmp,0.09849,0.32072613,0.5481917,0.999700464240814,0.16717958,0.1784808,0.8629449,0.06616306,0.34402585,104.038868078011,0.95506319619086,0.18703622,1.8605369,30.03935,30.104752,0.781845502131544,0.27982047,0.49646014,0.32359976,0.966576244192168,-0.06766324,0.5666726,4.087286,0.03391333,0.7267353,0.45626196
0.4447,img01_4_16.bmp,img01.bmp,0.11279,0.4140597,0.59562135,0.9999178431342,0.1544398,0.15920246,0.88403094,0.05264367,0.33302808,96.1029903142884,0.963498124161997,0.17048517,1.320236,30.43933,30.49142,0.803805137067905,0.23864882,0.5484313,0.381991,0.971162205846672,-0.058119107,0.66737306,2.3758867,0.3604516,0.8583778,0.6583703
0.65652,img01_3_08.bmp,img01.bmp,0.09119,0.47353098,0.62909085,0.99996998230929,0.124959946,0.1357466,0.90598106,0.033839576,0.25564498,84.8883135026852,0.975523978154947,0.14848597,0.9061173,31.165546,31.200743,0.836186521067462,0.15560138,0.68976647,0.4773788,0.97650733600549,-0.039626352,0.773982,1.176932,0.5109756,0.93814623,0.84164023
0.72696,img01_2_15.bmp,img01.bmp,0.15613,0.5447901,0.68790346,0.99915795520783,0.056705296,0.11798012,0.92705995,0.03849555,0.18428063,93.115557929595,0.982434959351622,0.1576082,0.49316704,30.225475,30.277746,0.872834699032656,0.12324978,0.7631574,0.56812036,0.98319503584067,-0.02154599,0.8678564,0.8867985,0.99999917,0.9616488,0.6297573
0.11158,img01_3_10.bmp,img01.bmp,0.03609,0.3883491,0.5608474,0.986309043210122,0.1280033,0.16234082,0.8928873,0.07636358,0.30015144,111.438888174379,0.946546852473615,0.24679177,1.7150807,29.215622,29.25173,0.793959931578105,0.17921203,0.46115047,0.27980128,0.975840199651171,-0.05746127,0.548577,2.7590878,0.13606179,0.8615206,0.7608446
0.03598,img01_4_10.bmp,img01.bmp,0.01732,0.34533635,0.5078539,0.972099133423447,0.20052648,0.20505208,0.8658723,0.09787563,0.40957344,128.111859033193,0.924345825598737,0.30177987,2.1293068,27.913187,27.95043,0.74836748625538,0.298443,0.38134104,0.19800816,0.970725941370571,-0.075902134,0.41018364,6.009202,0.0009237935,0.6937979,0.51023763
0.03304,img02_4_01.bmp,img02.bmp,0.00948,0.28441054,0.3844659,0.992948096037816,0.36836946,0.25145352,0.71499455,0.15133882,0.5510007,144.73158131748,0.887141958698281,0.34283447,4.027682,22.577364,22.796185,0.6118697793808,0.54519004,0.3862574,0.21008113,0.919265546464207,-0.09579187,0.19758141,22.419987,5.1783725e-12,0.28416243,0.0034425226
0.93985,img02_2_16.bmp,img02.bmp,0.03617,0.61934227,0.65924007,0.999945332452335,0.08384973,0.08729118,0.92633957,0.030737882,0.16363007,88.7892953245102,0.986273867513431,0.18847844,1.2645898,24.913837,25.053263,0.837738895770438,0.033925828,0.72441024,0.6877328,0.977660114532907,-0.02830806,0.71985084,1.7818878,0.7715503,0.9435584,0.8298064
0.35557,img02_4_07.bmp,img02.bmp,0.05928,0.44406435,0.5625078,0.999680889379418,0.27642328,0.19561547,0.80072075,0.10088817,0.41763085,121.351538481292,0.92596800856884,0.28146344,2.4318585,23.417568,23.637894,0.675671199436808,0.33493507,0.46974844,0.34205547,0.937223217713714,-0.068645775,0.4633841,10.81624,3.881079e-06,0.5669833,0.12688403
0.67233,img02_3_18.bmp,img02.bmp,0.06503,0.53654015,0.6168663,0.999922120941297,0.20218122,0.1556797,0.8450472,0.07344584,0.35226542,113.140553543283,0.944585189018437,0.23874623,2.746982,23.870354,24.051065,0.731976315524992,0.22544464,0.513207,0.48540008,0.949647109943454,-0.05439036,0.5358982,7.9994087,0.4103178,0.67425245,0.383278
0.15388,img02_3_01.bmp,img02.bmp,0.04393,0.35916266,0.4479019,0.998248910934566,0.29707134,0.20547307,0.77283114,0.111387126,0.44866425,127.735683884386,0.920440761800136,0.28501055,3.116279,23.337925,23.524921,0.669593019536064,0.4310064,0.4469077,0.3048329,0.931548216985416,-0.08235827,0.3691766,15.044207,4.1098733e-09,0.44654477,0.025316177
0.9318,img02_2_11.bmp,img02.bmp,0.02512,0.5754504,0.63360375,0.999931578866115,0.10176164,0.0921393,0.9187927,0.00054121413,0.17832342,87.5240111425508,0.991615311287502,0.20673852,1.2997385,25.20929,25.34777,0.832938061269168,0.060514584,0.6824675,0.59757143,0.977788070878727,-0.04296751,0.6545237,1.2946787,0.92097664,0.94903666,0.85693264
0.35806,img02_3_11.bmp,img02.bmp,0.14005,0.39997515,0.5619829,0.971604975425958,0.22575891,0.15756166,0.8491769,0.13261363,0.34624708,125.671114383955,0.904532387812398,0.39719343,2.5937414,22.583023,22.751055,0.709068323066257,0.22208217,0.45105106,0.2688233,0.961727634809625,-0.063463055,0.39836586,4.565516,0.49901727,0.8645944,0.5979495
0.53465,img02_4_20.bmp,img02.bmp,0.04797,0.4662674,0.5872684,0.999659368478743,0.2792163,0.19468963,0.80193675,0.092739776,0.41926718,129.400900702241,0.931291605980935,0.26346374,3.4891505,23.544388,23.824375,0.694042088731453,0.31495097,0.47449076,0.3777227,0.937330155111403,-0.0672748,0.48210838,10.792721,7.525552e-05,0.5848113,0.18029368
0.13129,img02_4_03.bmp,img02.bmp,0.02579,0.38466656,0.46497276,0.99942481844193,0.30621403,0.20230812,0.76276845,0.12238927,0.4442485,152.397056556599,0.912645539482417,0.31022862,3.0927293,23.066437,23.270088,0.644395764583818,0.41623855,0.42828482,0.26347595,0.929248007340678,-0.08311286,0.35377118,14.790087,3.0731664e-09,0.45891905,0.027925981
0.8999,img02_2_08.bmp,img02.bmp,0.05171,0.5993857,0.65775734,0.999960234122788,0.093026936,0.08967292,0.92464966,0.029306713,0.1708791,90.4999647713597,0.986930525281128,0.18120858,1.1444819,25.464249,25.622467,0.839504150507248,0.036306344,0.7081385,0.669329,0.977428851210433,-0.02853602,0.7106111,1.6853683,0.8262968,0.95231354,0.85515463
0.3108,img02_3_04.bmp,img02.bmp,0.08907,0.39105055,0.52651834,0.997767186259249,0.26055008,0.18358833,0.793226,0.10780316,0.3806317,123.96459727727,0.923704163336788,0.30125332,2.9092386,23.363321,23.59293,0.675977020195017,0.3355518,0.4623956,0.28641963,0.936472872890278,-0.07923615,0.4220141,10.188838,6.6298703e-06,0.5884406,0.11582487
0.65731,img02_3_19.bmp,img02.bmp,0.07195,0.5240661,0.61609304,0.999805808566225,0.1912573,0.1506567,0.8420148,0.07447403,0.34734988,114.67484612331,0.942772504392376,0.24556655,2.8302379,23.675236,23.852947,0.726678322252801,0.22426608,0.51398575,0.46892762,0.949050527765693,-0.054670975,0.5408994,7.883292,0.4429657,0.67235905,0.38948673
0.34867,img02_4_13.bmp,img02.bmp,0.05862,0.44777876,0.56686455,0.999841073971973,0.2931723,0.1974169,0.7943046,0.10199632,0.42779708,123.810314050201,0.927745726772624,0.28326583,2.61991,23.452087,23.670294,0.680968722716276,0.35276592,0.4651267,0.3545957,0.934983226045519,-0.072704814,0.45503482,11.465806,2.1659687e-06,0.5674745,0.11061039
0.68718,img02_4_17.bmp,img02.bmp,0.14426,0.45590898,0.6203499,0.995340248997672,0.26872826,0.18417102,0.8158298,0.08834084,0.40666264,132.881602007768,0.929631363666628,0.29094952,3.2453506,22.55347,22.776615,0.683160743410892,0.29044965,0.4923035,0.39702877,0.940926469820467,-0.06687595,0.51789665,10.3215685,0.046427093,0.5900221,0.258419
0.62996,img02_4_21.bmp,img02.bmp,0.09867,0.42420244,0.5901671,0.997369059703433,0.21511227,0.15764421,0.82146263,0.09505169,0.35243306,124.557982014589,0.919571270393038,0.32862243,2.4177,22.300446,22.500856,0.646466074174901,0.22833991,0.5056111,0.32299358,0.943825611630548,-0.06237211,0.5238568,8.122542,0.46323368,0.62626344,0.31940266
0.4779,img02_4_18.bmp,img02.bmp,0.09608,0.48540398,0.58154243,0.99988643423056,0.28162313,0.19523841,0.80646235,0.0928161,0.4247707,129.598401733009,0.931407146437459,0.26161104,3.4972274,23.657492,23.884027,0.694357714611523,0.32407022,0.4745863,0.38069722,0.937567751427751,-0.07026037,0.4813604,10.938837,5.3295043e-05,0.57782215,0.12746918
0.0671,img02_4_04.bmp,img02.bmp,0.01811,0.30519304,0.45390642,0.994309199498787,0.30740434,0.21201324,0.7433109,0.14085357,0.41690716,136.352600715785,0.898197093563312,0.34343803,2.9329612,22.778439,23.006666,0.618719696741266,0.4075647,0.40011236,0.2017199,0.924180632756125,-0.08599651,0.3173594,15.89636,1.1707889e-09,0.47300407,0.01646962
0.88792,img02_2_20.bmp,img02.bmp,0.04389,0.57133025,0.65319574,0.999901439290086,0.08084375,0.08359444,0.9250798,0.030935049,0.15784028,86.0925578775396,0.98577181696203,0.1878317,1.2480726,24.985313,25.228695,0.835146316240857,0.03761174,0.7113583,0.68262744,0.977093902092915,-0.02878373,0.70179033,1.8542416,0.7424037,0.94748366,0.828992
0.12576,img02_4_02.bmp,img02.bmp,0.02837,0.37777588,0.45119226,0.999791284221113,0.33656073,0.22739935,0.7590989,0.124754116,0.5120709,133.445359544134,0.912094075290891,0.29957747,3.3108232,23.120272,23.312462,0.647151743049573,0.45220336,0.43081886,0.27396822,0.928826361685478,-0.08634919,0.34562764,15.938496,6.3736333e-10,0.43430558,0.01780343
0.94586,img02_2_17.bmp,img02.bmp,0.04486,0.4783996,0.6631869,0.998458235026108,0.06747103,0.07378781,0.9250106,0.029831547,0.14416967,91.6539153333279,0.983665084959553,0.2291151,1.0727545,23.712631,23.970009,0.810102958852681,0.024746679,0.7140547,0.6643924,0.977280609387746,-0.029993601,0.7187767,1.9012936,0.93121487,0.9534083,0.8871629
0.20194,img02_4_06.bmp,img02.bmp,0.04678,0.39354515,0.5287788,0.99903979106774,0.32761735,0.21758938,0.7605575,0.12759425,0.48337337,132.1584471215,0.917476338389269,0.29440242,2.6282892,23.291718,23.495174,0.659759724754745,0.40692663,0.45184642,0.29547325,0.92601596175569,-0.078949176,0.41060558,13.699798,4.7433284e-09,0.499185,0.027895609
0.70139,img02_3_16.bmp,img02.bmp,0.06759,0.5431237,0.60736144,0.999931434131512,0.21278387,0.15754104,0.8427391,0.07526537,0.35051033,114.65363624262,0.944415535529514,0.23687789,2.6651227,23.963251,24.146212,0.730686834512922,0.22613452,0.51614076,0.4788761,0.949065272319383,-0.051775843,0.5390821,8.161386,0.3354247,0.68051195,0.37676707
0.29311,img02_4_09.bmp,img02.bmp,0.06041,0.44695225,0.53702235,0.999656641522429,0.29581237,0.20430857,0.80209994,0.0996296,0.47383904,129.452361006907,0.930265535056133,0.2824884,3.1357257,23.205946,23.678726,0.680939350609739,0.36346126,0.4532653,0.3390859,0.936895140308802,-0.0823797,0.42326927,11.717506,4.1304656e-07,0.532743,0.10976331
0.61429,img02_3_12.bmp,img02.bmp,0.06894,0.5065044,0.5903845,0.99991334771532,0.2253151,0.16539806,0.8348087,0.07827167,0.3677895,110.096254387793,0.942655333864186,0.24012685,2.1960144,23.96302,24.12774,0.723579637081124,0.24205457,0.49751228,0.4514177,0.946252881226953,-0.054749593,0.5247426,9.025185,0.04225499,0.64186186,0.31574872
