Image_Path,Reference_Name,DMOS,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
jp2k/img26.bmp,manfishing.bmp,25.3410095351737,39.67472,0.984857499887807,0.997826968028708,0.99754053,0.8973282,0.13154475,0.00673308,0.93882996,0.022984266,0.011609865,0.972303,0.582056,0.5678663,0.999560870308729,0.006039977,0.0041748406,4.32722110526905,0.05268432,41.942085,0.002596963,0.999165546025046,0.012978707,0.99994826,0.9742259,0.89425707
jp2k/img27.bmp,house.bmp,50.8395704204876,28.634983,0.750468058856798,0.9279639181392,0.9361449,0.26621762,1.3927674,0.35093805,0.56092733,0.24078119,-0.048912734,0.59875965,0.44434175,0.6037419,0.983916280879775,0.17436868,0.07941476,124.334948190956,0.24781558,29.443686,0.23717794,0.983688387327836,2.2234323,0.51052284,0.7529589,0.50087905
jp2k/img28.bmp,coinsinfountain.bmp,66.4619464394095,23.509447,0.619192571341867,0.877226499475833,0.8733799,0.14152531,3.1815479,0.6005938,0.32608932,0.2726131,-0.10332898,0.10771707,0.29139996,0.46410763,0.97718795101481,0.31230384,0.1387174,167.680732990984,0.39726982,24.2821,0.43487817,0.95829134862039,17.277508,6.90476e-11,0.3586826,0.070574716
jp2k/img29.bmp,buildings.bmp,61.4137171660737,22.263039,0.646316890981244,0.899297602277335,0.89432234,0.2007409,2.6623425,0.42627186,0.3593197,0.28442836,-0.085030355,0.17609039,0.30453584,0.5496115,0.974196368581781,0.24157655,0.14507817,150.384763140358,0.3850512,22.600204,0.28101003,0.961803230077175,7.893065,4.5896377e-05,0.4890322,0.12498939
jp2k/img30.bmp,building2.bmp,69.2985156560034,18.9403,0.470291529828067,0.810771848562176,0.8539332,0.11410776,2.746555,0.55920607,0.31117553,0.31569356,-0.12121269,0.049384624,0.32678637,0.55306864,0.96145262567689,0.36662942,0.17799166,183.857113466113,0.57578886,19.198654,0.44933206,0.93674468450656,11.537387,1.492261e-13,0.41356474,0.029997958
jp2k/img31.bmp,ocean.bmp,33.2798722754881,34.934498,0.920301732723738,0.979234869817555,0.9806728,0.54439926,0.51526374,0.12952042,0.8549858,0.16346443,-0.01733056,0.9306158,0.5624726,0.536675,0.976184107945448,0.09558326,0.026627077,58.3880948181754,0.13038772,35.515053,0.050683208,0.995381809654439,0.29342362,0.99779475,0.9667271,0.7667099
jp2k/img32.bmp,rapids.bmp,70.1919314407812,24.391024,0.594752399411574,0.861253329096879,0.87683004,0.13642663,2.738507,0.5863764,0.34613487,0.25100505,-0.08295645,0.14660984,0.31793237,0.59183276,0.961421695797248,0.26245815,0.13905884,157.746905960303,0.37397444,25.040358,0.37589443,0.962982091011979,8.538356,3.042694e-07,0.41171712,0.04876198
jp2k/img33.bmp,buildings.bmp,53.8462997819125,24.601374,0.741131558142706,0.937382059186461,0.9297586,0.29857263,1.7602133,0.26891324,0.48718876,0.23212403,-0.04880847,0.45783716,0.38195512,0.5871054,0.990112716198198,0.14423978,0.10767017,123.988473847532,0.30181226,25.036613,0.15752833,0.975306373314148,3.1946433,0.49296153,0.6561806,0.43434286
jp2k/img34.bmp,studentsculpture.bmp,23.2929012960559,34.365482,0.975187976226781,0.996188033799725,0.99543095,0.7983696,0.19565915,0.013767871,0.9278155,0.035110593,0.006736499,0.965689,0.59762764,0.6048946,0.999359856620931,0.009447873,0.009668732,1.39976095320681,0.08796012,36.62841,0.0069254246,0.997806912224562,0.04893787,0.9999994,0.99154925,0.925834
jp2k/img37.bmp,ocean.bmp,35.0268166895011,33.196186,0.888773934843426,0.968410343339918,0.96931034,0.4220309,0.67150635,0.20605075,0.76355165,0.1980201,-0.027203975,0.8854974,0.5110871,0.5350349,0.960129310563531,0.13823146,0.0409762,74.7429903623986,0.1614756,33.64452,0.09615338,0.993111507935599,0.6540328,0.98963916,0.95157546,0.7141254
jp2k/img38.bmp,sailing3.bmp,62.9003588494039,28.699791,0.782345542707248,0.923436568869789,0.9003492,0.19067451,2.2783298,0.43349487,0.40367275,0.26672864,-0.061652955,0.3194545,0.2366436,0.4749655,0.902654077048645,0.28394336,0.107636616,140.154346075012,0.26044092,29.192554,0.24514982,0.975846902087908,7.7109017,0.41998535,0.6274017,0.5973171
jp2k/img39.bmp,sailing4.bmp,35.7789851498998,32.1471,0.862196349784612,0.969102225059324,0.9753416,0.49245542,0.5845278,0.16448902,0.8360137,0.13068938,-0.014480767,0.8898318,0.5199812,0.61736095,0.991090917181068,0.08558768,0.04018773,76.0317237110286,0.16508636,32.85149,0.072805405,0.993368007566564,0.46071595,0.99287426,0.9408179,0.8726008
jp2k/img40.bmp,paintedhouse.bmp,69.8705581579566,24.979599,0.686918046977666,0.895629046016744,0.89716274,0.19626182,2.4886389,0.4067563,0.35845375,0.27591407,-0.07251067,0.22472614,0.29572675,0.5203899,0.971831898728188,0.24219006,0.12191658,163.800765631566,0.33631724,25.51123,0.30664724,0.970190299084436,7.152441,6.7822584e-06,0.43414235,0.19976155
jp2k/img41.bmp,building2.bmp,47.5328713084245,24.189373,0.798772513978554,0.959760433652727,0.9591025,0.36765644,0.81437504,0.19307755,0.70969903,0.16963649,-0.026550166,0.692989,0.48508826,0.6299618,0.996457969829969,0.102782786,0.0754111,93.4892550360858,0.28801772,24.966963,0.15133363,0.982643676400864,1.2970849,0.5226161,0.8543649,0.53044987
jp2k/img42.bmp,womanhat.bmp,54.8600288332968,30.580599,0.805110292404336,0.942724392675203,0.9487831,0.2735814,1.5444992,0.28798282,0.63512135,0.18020743,-0.044784185,0.6959343,0.42830148,0.59481245,0.958022863298976,0.16497612,0.06755634,110.520794867541,0.21204953,31.4921,0.18268684,0.98684830118885,2.2860548,0.9952055,0.89013535,0.77932984
jp2k/img43.bmp,sailing1.bmp,64.1674892776392,25.294306,0.648732609261608,0.86025496284172,0.8823201,0.14428273,1.6268737,0.4108666,0.40309197,0.2868886,-0.06830581,0.22430536,0.38031882,0.5427887,0.884174603158508,0.27519912,0.14132762,150.725746132464,0.3436043,25.494633,0.3233573,0.972757659143293,5.3038454,0.00026739918,0.5263235,0.29206964
jp2k/img44.bmp,flowersonih35.bmp,67.0058681102565,20.330349,0.660045941840453,0.891435772922077,0.89718616,0.17183554,1.983214,0.46893817,0.36229235,0.2994936,-0.07576144,0.22550443,0.3889587,0.61385435,0.964917547502294,0.27442598,0.13534139,154.077752409173,0.42882562,20.780796,0.3534644,0.96232747846874,5.6721687,0.0018265011,0.62653595,0.3490728
jp2k/img45.bmp,churchandcapitol.bmp,68.7833586829139,22.491982,0.685917388998861,0.886360879979615,0.8655389,0.15596387,2.655288,0.48377737,0.30637848,0.32134283,-0.08444647,0.07755828,0.32348892,0.53391016,0.936379484684579,0.3064909,0.14725511,137.35680018922,0.39467573,22.921026,0.28447422,0.958923685819978,12.213248,3.0679337e-05,0.46584913,0.14363132
jp2k/img46.bmp,cemetry.bmp,67.973486729246,21.996477,0.549192755200769,0.831209751571017,0.8504697,0.13366973,2.7397153,0.53860855,0.33212015,0.27493638,-0.1045785,0.0985293,0.2653254,0.49116954,0.95610910016003,0.29460883,0.16866773,161.307116746091,0.4422266,22.74195,0.4281092,0.948097970270551,12.264303,2.652296e-07,0.48379508,0.0588849
jp2k/img47.bmp,house.bmp,50.5485771265556,28.530632,0.745422419228129,0.925708642702166,0.9347738,0.26005825,1.4462237,0.36351326,0.5482631,0.24114794,-0.050594244,0.5858969,0.43695232,0.601399,0.983058088992505,0.17891693,0.08104675,124.384052749603,0.2530883,29.321808,0.24965565,0.983347864245871,2.333768,0.5094364,0.72573334,0.46687135
jp2k/img48.bmp,cemetry.bmp,70.9612236046854,21.877113,0.538164007515853,0.821499049100316,0.84105366,0.12610435,2.8040287,0.54772806,0.32443762,0.2851721,-0.107829995,0.07745393,0.2515577,0.47596806,0.955502597850275,0.30208576,0.17379452,165.101311215437,0.45240068,22.596943,0.43052036,0.945527684713729,12.909273,5.8474196e-08,0.452326,0.043174658
jp2k/img49.bmp,caps.bmp,26.6733024851065,38.177372,0.951818722620267,0.988667557207222,0.98881453,0.6391374,0.4594184,0.10424651,0.91520464,0.11792976,-0.0127281295,0.94486797,0.5441039,0.66329706,0.983675962369191,0.07297552,0.015605146,53.8070722180223,0.09114774,39.321743,0.034251824,0.99792822038276,0.16749617,0.99951386,0.96007824,0.8017426
jp2k/img51.bmp,lighthouse.bmp,31.3599661793108,33.28512,0.900584241304612,0.977740001878746,0.9805813,0.56211954,0.6265971,0.19433892,0.85399276,0.108851194,-0.014239713,0.9393189,0.5104677,0.6512112,0.993742225273095,0.053923786,0.028410621,53.4918723534137,0.14512187,33.941326,0.06908361,0.995208795659532,0.3441838,0.9971826,0.9538108,0.90162235
jp2k/img52.bmp,sailing4.bmp,52.455399306801,28.690626,0.763591735468944,0.933636802662717,0.93998116,0.29062876,1.1802119,0.29778248,0.59752375,0.20866889,-0.04410808,0.5971363,0.44846773,0.598694,0.970931286364802,0.1749416,0.085985266,124.174379107169,0.23974341,29.252106,0.18183051,0.9842777045694,2.2447073,0.5108012,0.7350843,0.5992527
jp2k/img53.bmp,plane.bmp,60.6003932435336,29.242449,0.830092819636502,0.951936056186634,0.93265814,0.23533733,2.0150256,0.26434365,0.4525094,0.22724158,-0.04466616,0.4437321,0.53095675,0.591052,0.953307167736318,0.23586303,0.09673195,135.987725522151,0.2227382,29.817904,0.1492633,0.98374387731517,2.7122772,0.070652746,0.7053083,0.18533565
jp2k/img55.bmp,sailing2.bmp,49.0462382095803,31.516752,0.872202040335301,0.967660146331997,0.9554234,0.31704345,1.0257462,0.23838809,0.6694507,0.19303834,-0.035544712,0.7398113,0.42319497,0.58184755,0.936399547365268,0.16362196,0.05618947,94.0995500071016,0.18066381,32.109367,0.10005849,0.990008654776105,1.1289349,0.92935336,0.9147962,0.8155066
jp2k/img56.bmp,monarch.bmp,45.8305255384826,28.825628,0.901893949538652,0.975215719262176,0.9527366,0.34443507,2.2799463,0.21402238,0.73625,0.187778,-0.036425084,0.7479495,0.4068307,0.6306064,0.977683914634757,0.12778568,0.062242188,121.369825957678,0.18680184,30.266436,0.09125658,0.984991206790821,1.3339708,0.9944207,0.9472043,0.9371858
jp2k/img58.bmp,plane.bmp,21.2447400272165,45.36142,0.992607874903821,0.99889127281153,0.9990628,0.9411254,0.0730848,0.0048330324,0.93280613,0.0074076056,-0.00513304,0.95241904,0.66393274,0.6450978,0.993893072275804,0.004327357,0.0013502709,8.96891362790428,0.029656379,48.73282,0.00065462705,0.999758855085848,0.0017675417,0.99916136,0.97268945,0.85640925
jp2k/img59.bmp,sailing2.bmp,24.2641361089231,44.59501,0.987050651741196,0.997992796252974,0.9988575,0.93580747,0.075093426,0.0074451375,0.93982583,0.010617435,-0.0013798343,0.96551114,0.61405283,0.614278,0.998185453151734,0.0034917593,0.001805866,1.47304121945842,0.037385255,47.20419,0.0029107733,0.999699478695167,0.0025084245,0.9983569,0.9425311,0.88376516
jp2k/img60.bmp,studentsculpture.bmp,61.178399664208,21.465292,0.594427716093355,0.878976998812772,0.8987186,0.17667459,1.9480549,0.49972346,0.35449487,0.25146896,-0.087029316,0.23403768,0.3950189,0.5862541,0.9660532142166,0.25480044,0.13589832,123.842350833472,0.43327558,22.043734,0.4069788,0.954535246961933,9.641571,0.06921645,0.6306263,0.35561886
jp2k/img61.bmp,monarch.bmp,32.0955869859569,33.194767,0.944323318056664,0.988786058631474,0.98072666,0.53017586,1.1734316,0.11922094,0.9021257,0.12321937,-0.008722504,0.93865514,0.48133364,0.6474789,0.988108327843886,0.056159556,0.026622878,84.1919883747732,0.12311165,34.892715,0.04588294,0.994530951021433,0.22060062,0.99994814,0.97912276,0.9644793
jp2k/img62.bmp,sailing2.bmp,21.7373924049672,42.730785,0.972292238952445,0.996068400573707,0.99819344,0.86366665,0.1063864,0.032340106,0.94118017,0.025580287,-0.0023701284,0.96596676,0.6036416,0.61499447,0.998030056049021,0.012188971,0.003052003,4.20460829986579,0.050992996,44.362885,0.0082685575,0.999560250250633,0.008431222,0.9982474,0.9483574,0.8863444
jp2k/img63.bmp,manfishing.bmp,37.9735504207903,31.153019,0.903879145841969,0.980790710158979,0.9761408,0.51009655,0.51577294,0.108937405,0.8175866,0.1509844,-0.008306992,0.90469706,0.5273325,0.57944155,0.995569543367152,0.085822284,0.040929176,59.1826433734622,0.15337259,32.24701,0.05478608,0.992205557212945,0.70238817,0.99977046,0.9639171,0.7252334
jp2k/img65.bmp,dancers.bmp,74.7122305535674,20.05045,0.551758244433943,0.846705969043846,0.8326493,0.13104753,3.387775,0.5402393,0.28902003,0.2874664,-0.10930546,0.026829207,0.30384275,0.5007532,0.960904718658075,0.33752328,0.18464789,185.938498660162,0.47624058,20.667212,0.30861366,0.935964545003396,15.329799,2.061999e-09,0.3269289,0.053532753
jp2k/img68.bmp,caps.bmp,34.4972835674871,35.81026,0.929603762133812,0.981728704937321,0.97945285,0.50987655,0.64145124,0.1267669,0.86566514,0.14510232,-0.018940043,0.9001453,0.5081617,0.65450764,0.971172501764891,0.10193384,0.026360342,77.5851124383911,0.11912616,36.71244,0.04552512,0.996222294445013,0.35062805,0.99853575,0.95538217,0.7793899
jp2k/img69.bmp,ocean.bmp,21.3314338973895,45.190384,0.989286066410892,0.998292754102736,0.99894977,0.9445086,0.11095635,0.01645221,0.9246468,0.061908185,-0.0028261847,0.9583444,0.65627664,0.5418461,0.99841378502403,0.0106191635,0.0017760686,2.03506942530153,0.036512934,47.21405,0.0043598916,0.999708148490981,0.003917751,0.9994837,0.97229296,0.79822475
jp2k/img71.bmp,stream.bmp,72.8170340618164,21.97264,0.511791787993949,0.843345350745557,0.8909111,0.15232515,2.297544,0.6193583,0.4043885,0.2869339,-0.07730466,0.15893002,0.32268193,0.55870533,0.963106000434088,0.2995841,0.13955565,150.030576692865,0.43718845,22.145998,0.43435544,0.96075736737515,4.34313,4.6781096e-08,0.39470348,0.061383974
jp2k/img74.bmp,lighthouse2.bmp,53.3401151113651,27.787289,0.818891241579403,0.953650430293201,0.936708,0.2782411,1.2313393,0.34514937,0.4989307,0.2589444,-0.047819298,0.6313774,0.38706657,0.6132603,0.962872867554772,0.20433223,0.07825755,114.569470391151,0.23833941,28.204899,0.17114517,0.984358392448352,2.2908454,0.5121169,0.735504,0.5600538
jp2k/img75.bmp,womanhat.bmp,25.0306204796686,40.437515,0.967992684999236,0.994795462002675,0.99632126,0.8429103,0.33721587,0.048876815,0.94428194,0.035377026,-0.004985781,0.97159797,0.6188213,0.63605225,0.997809413590791,0.018758833,0.005343628,12.2273110122505,0.06517118,42.131138,0.022896692,0.99901573480178,0.030160585,0.99998343,0.96492743,0.9339745
jp2k/img77.bmp,coinsinfountain.bmp,25.9840265247502,39.904915,0.985035171815553,0.998025285243077,0.99788433,0.9141909,0.16725606,0.0065690614,0.9403066,0.01646483,0.009108481,0.97601,0.51209825,0.60728407,0.999903589804318,0.0041555166,0.003615125,5.19176100788235,0.052092638,42.908176,0.0029506125,0.999279235627241,0.011057633,0.9999939,0.9840336,0.8871688
jp2k/img78.bmp,bikes.bmp,38.4690088293282,27.977264,0.84925059961738,0.971034877763135,0.9686071,0.44502702,1.1666429,0.09956488,0.7692862,0.10658556,-0.0117985625,0.74027,0.49311265,0.7046518,0.99887749305903,0.062202156,0.054045144,87.1292826646881,0.21079426,28.670147,0.08776436,0.988907836168326,0.5671143,0.999997,0.9731443,0.6673774
jp2k/img79.bmp,carnivaldolls.bmp,72.0994423607144,24.074514,0.712709616690231,0.909392559451156,0.878916,0.16895695,3.2362325,0.41982436,0.3262946,0.22766948,-0.07376048,0.20131113,0.34739456,0.6008426,0.972563699368029,0.26275653,0.13637105,160.378898338337,0.33510765,25.018568,0.28988308,0.961074926123387,12.381685,0.38849637,0.5518072,0.3673469
jp2k/img80.bmp,house.bmp,31.4919689120596,32.703987,0.882950035589396,0.975140052687014,0.9782222,0.52624214,0.6461091,0.12330958,0.8633942,0.14502227,-0.014357957,0.9094744,0.5666604,0.6112053,0.994709208129773,0.062930286,0.030712828,73.8458612882292,0.15236041,33.766094,0.07452284,0.994046001882536,0.32932273,0.9994023,0.95611155,0.8401786
jp2k/img81.bmp,rapids.bmp,48.3411674182998,28.278107,0.770054695177464,0.945457104352824,0.95124286,0.34007746,1.178544,0.24612202,0.7227286,0.14913261,-0.024278909,0.6669118,0.49634328,0.65868676,0.992840574750277,0.10025138,0.0702374,102.57032665133,0.2412113,28.94888,0.18002285,0.9855016714802,1.3063849,0.5187356,0.8605206,0.56402373
jp2k/img82.bmp,paintedhouse.bmp,25.0963316560109,39.58553,0.980017814641301,0.99706013027457,0.9973905,0.89685637,0.24914588,0.013893807,0.92949295,0.040441394,0.0031629202,0.96245813,0.6234563,0.651446,0.999678559782791,0.00831306,0.004563966,21.6484203932849,0.058041986,41.656075,0.0062374067,0.999162018844931,0.023098728,0.99997544,0.98276836,0.88484246
jp2k/img83.bmp,caps.bmp,46.5843224477554,32.4953,0.877384058308658,0.963994272278353,0.9550431,0.3302827,1.0816694,0.22147934,0.65022296,0.20361352,-0.035606056,0.6925051,0.44503862,0.63737124,0.948698734487998,0.18293458,0.05508585,109.397224902456,0.16941124,33.266212,0.0919974,0.99140287391035,1.4368643,0.8256819,0.93456584,0.6922146
jp2k/img85.bmp,parrots.bmp,30.0001349796248,37.305687,0.940642791349489,0.987218966930603,0.98741764,0.54895794,0.7725456,0.11803819,0.90118355,0.11735034,-0.022358676,0.94724345,0.51295626,0.6456147,0.994397704364032,0.087320864,0.018594084,58.6421905533439,0.10040951,38.781837,0.03253468,0.996773318236281,0.2665515,0.9972916,0.95736706,0.87580335
jp2k/img86.bmp,flowersonih35.bmp,70.2598251803261,19.332531,0.581677094016841,0.840968510906728,0.85271376,0.11941582,2.4995186,0.52333266,0.30369833,0.3276828,-0.08903476,0.09583448,0.3447224,0.5764673,0.946987703103587,0.32583702,0.16694577,173.467418057792,0.5140464,19.660814,0.3913787,0.949020289947178,8.505468,1.3104593e-05,0.5504663,0.23220062
jp2k/img88.bmp,sailing1.bmp,63.0153245128672,25.44542,0.656628346482092,0.864960632629163,0.88447887,0.1492807,1.6130089,0.39590728,0.40757608,0.28245908,-0.067203924,0.24917571,0.3924129,0.5512642,0.889731539888141,0.26864773,0.1388682,155.423876323974,0.3386445,25.65241,0.31149113,0.973160631657409,5.0844846,0.0003714035,0.52146983,0.31872526
jp2k/img90.bmp,sailing4.bmp,25.2958271760914,39.810204,0.974115411645713,0.995966190148994,0.99699754,0.8771057,0.20376274,0.020849694,0.9364346,0.038086534,0.0039611445,0.96687996,0.5704091,0.61180633,0.999109437234963,0.015971363,0.0048040985,19.0803266135854,0.062384978,41.392776,0.0061028404,0.999044937376995,0.019292371,0.999987,0.9722506,0.93648654
jp2k/img91.bmp,lighthouse.bmp,50.9670400974299,29.244585,0.793841325216817,0.938364691595906,0.9441242,0.3054661,1.3358668,0.39423418,0.5358551,0.19699305,-0.043505784,0.6610504,0.40136272,0.64516103,0.971930181984272,0.14118356,0.07275571,101.969302834814,0.23398301,29.64204,0.21871692,0.985753613500956,1.6975487,0.5115161,0.82818854,0.6154958
jp2k/img92.bmp,statue.bmp,42.6005476140577,32.817112,0.883667895485812,0.973636741906389,0.9725606,0.46057186,1.0346051,0.19714531,0.760185,0.15794677,-0.024189282,0.8737064,0.4815323,0.6227208,0.993425877176783,0.1341008,0.038404122,56.2368277693918,0.16010311,33.506367,0.11954277,0.992959173969283,0.9007952,0.99911124,0.9637148,0.85613143
jp2k/img94.bmp,manfishing.bmp,38.2549339043671,31.051456,0.901928760860142,0.980543080461922,0.97577435,0.5069361,0.51589155,0.11023125,0.81733286,0.15214956,-0.008334191,0.90398896,0.528032,0.5805308,0.995562898535527,0.08622509,0.041189663,59.7702347614541,0.15449262,32.11795,0.055231668,0.992115879366855,0.7068318,0.99974746,0.96335274,0.72854495
jp2k/img96.bmp,parrots.bmp,39.494391716247,34.725468,0.919967310261548,0.978287883469185,0.9776351,0.41228437,1.0940126,0.16765851,0.7649788,0.16013116,-0.031167965,0.8951399,0.46951553,0.6329081,0.982406088459729,0.1437586,0.033686854,79.9905724981401,0.13299523,36.248795,0.055384275,0.994122193219841,0.7907274,0.9936591,0.9501657,0.83982795
jp2k/img98.bmp,cemetry.bmp,46.7351918759936,27.785656,0.814699457377165,0.961560778145027,0.9648143,0.42496327,0.9368879,0.17896926,0.75864553,0.14782959,-0.015700588,0.7905704,0.5010259,0.6159547,0.997373626013869,0.10155374,0.06142754,82.2067458663319,0.2168824,29.019012,0.15492335,0.9865638086634,1.184329,0.7296012,0.8695026,0.8000365
jp2k/img99.bmp,womanhat.bmp,52.0041963549693,30.860548,0.814052173551469,0.948125138071503,0.9536438,0.30062863,1.4927238,0.28107482,0.6624725,0.17186958,-0.042842545,0.72145647,0.4354596,0.5961613,0.96847821289856,0.15429723,0.061301585,106.51470828899,0.20118937,31.819118,0.17631695,0.987883375405827,2.0264215,0.99625707,0.89895487,0.79096115
