dis_img_path,dis_type,ref_img_path,score,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
MDID2016/distortion_images/img01_16.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.0864,24.086761,0.532717398479572,0.892997162832311,0.8865181,0.16625607,4.029418,0.65632194,0.33964694,0.36312622,-0.088142194,0.21694489,0.017784234,0.4293392,0.98759547798674,0.345488,0.14626004,146.912454554999,0.46284604,25.095882,0.53003323,0.967436082427791,11.108692,3.6631178e-08,0.32790905,0.051311467
MDID2016/distortion_images/img01_17.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.3717,19.391678,0.460672014008986,0.735508193576867,0.7970449,0.09308167,4.7346683,0.60058224,0.2683939,0.37131017,-0.095644906,0.025214892,0.106873095,0.3389547,0.770568532456672,0.41747504,0.18630572,175.319329126083,0.56196356,20.376368,0.41561,0.943335098003424,17.002758,2.479805e-08,0.12526435,0.03306837
MDID2016/distortion_images/img01_18.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.9473,24.004862,0.929687917285152,0.924606998407516,0.9311521,0.66406244,0.9157593,0.090523,0.68310124,0.07843149,-0.03497664,0.7807345,0.6073567,0.5734447,0.886662577161065,0.030587971,0.07719422,108.164786224362,0.23847882,24.063885,0.10561599,0.984382882971673,2.0545754,0.5090809,0.8573168,0.5652328
MDID2016/distortion_images/img01_19.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.8764,30.945807,0.89035133183749,0.984575574503812,0.976313,0.6151904,1.1482565,0.23337443,0.6337537,0.11970216,-0.043814052,0.7302847,0.47251067,0.58085316,0.999050370811823,0.095954,0.074556604,73.8212648202566,0.22330678,30.981485,0.15921956,0.994137731092018,1.9457073,0.49499598,0.8898863,0.83740747
MDID2016/distortion_images/img01_20.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,2.2042,20.07868,0.313340456093851,0.79674835297775,0.8390779,0.110503055,4.9370584,0.8942473,0.31971705,0.4249254,-0.0925032,0.14699873,-0.023796467,0.38821584,0.929909835614857,0.461932,0.15974182,172.161615374362,0.5790314,21.67711,0.6552852,0.950777469215799,21.681606,4.0231677e-07,0.26677927,0.11170072
MDID2016/distortion_images/img01_21.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,5.4696,21.4697,0.868987592352836,0.855000202341153,0.8671679,0.558886,1.2532253,0.17221425,0.47367972,0.14370745,-0.04835256,0.57674795,0.48657155,0.5280129,0.792631579274421,0.10620481,0.14950155,145.038539667543,0.34050894,21.529041,0.16378015,0.969239287097532,5.2281,0.39582977,0.67809486,0.43218452
MDID2016/distortion_images/img01_22.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,5.0399,27.16665,0.766264248120374,0.947425490921827,0.92787755,0.29271334,3.1063406,0.48593056,0.3652882,0.21180147,-0.09424818,0.3880576,0.26509032,0.4254936,0.994262036275234,0.23076028,0.118327126,125.645679956946,0.3539011,27.206017,0.43159622,0.979308515231244,12.443859,1.0480343e-05,0.5405737,0.11692866
MDID2016/distortion_images/img01_23.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.8822,30.418373,0.830872394664904,0.96723043712693,0.9690044,0.42733464,1.3723894,0.17694585,0.7141304,0.1659947,-0.029909903,0.7129555,0.4247499,0.6145019,0.995566218562737,0.100112736,0.03929172,97.6557517042239,0.18656665,31.486572,0.06526644,0.991367244388959,0.8012066,0.92039216,0.8785735,0.54357
MDID2016/distortion_images/img01_24.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.7788,22.166706,0.465302836511861,0.876442161536568,0.9044234,0.24112564,3.421864,0.5753248,0.39227244,0.34855127,-0.07568666,0.3645184,0.17993772,0.44777313,0.94836020541648,0.28465587,0.09580968,155.413418468418,0.41400084,23.862112,0.5278972,0.971670120922065,6.01184,0.00078702514,0.39855278,0.24569607
MDID2016/distortion_images/img01_25.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,5.9671,22.729013,0.529491136355659,0.911098739371135,0.9196673,0.40181014,3.2234895,0.47572616,0.48050314,0.29634362,-0.052513994,0.4879551,0.15695892,0.5277831,0.994537362386729,0.19911516,0.08663603,143.694679413763,0.30472514,26.219872,0.526153,0.97204777678305,3.342318,0.5130985,0.570654,0.52027667
MDID2016/distortion_images/img01_26.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,2.735,22.815935,0.703093786041966,0.855016545328938,0.8761469,0.15026604,2.7484567,0.5057147,0.31763932,0.28140587,-0.08439302,0.20959024,0.28283587,0.40561146,0.871429489861024,0.26557744,0.14082913,168.516434448152,0.38476273,23.003195,0.374081,0.965820720463197,15.548827,0.00010130966,0.4160324,0.17300619
MDID2016/distortion_images/img01_27.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.9315,28.299603,0.729925819518686,0.919051956300553,0.92224675,0.17500013,2.7607133,0.4771391,0.359235,0.2604789,-0.07672494,0.2502447,0.2607514,0.4847706,0.986743301728572,0.24005371,0.0999503,136.206596006756,0.27015385,28.850098,0.3053406,0.978300175653258,10.933912,0.00048784688,0.41581258,0.21646604
MDID2016/distortion_images/img01_28.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,7.7939,33.215828,0.900198133355848,0.987487477259012,0.9905573,0.6771507,0.49371082,0.068478845,0.910922,0.07074475,-0.006328508,0.9334975,0.5810126,0.6340012,0.999245861697108,0.022293448,0.01247279,63.4309711995638,0.12519184,34.035545,0.013427295,0.996742305883893,0.15746826,0.9977684,0.9585736,0.77570325
MDID2016/distortion_images/img01_29.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,5.97,24.068087,0.61866710104725,0.909493182059866,0.9323784,0.30560774,2.3248236,0.3043126,0.47056147,0.26055562,-0.05262869,0.51577723,0.24405633,0.5144903,0.948507848196234,0.14530724,0.06781167,137.526690826977,0.33172157,25.390493,0.2727743,0.979659165922233,2.116814,0.5047166,0.5445428,0.35347596
MDID2016/distortion_images/img01_30.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,7.1426,29.937294,0.983032188371582,0.983197188018445,0.9846507,0.8322479,0.42784193,0.021668836,0.89308625,0.025784254,-0.012306884,0.9443541,0.65868217,0.6188619,0.974033781985435,0.005000651,0.0165787,49.9847084109001,0.11140661,29.997116,0.030206751,0.996514221496245,0.32175088,0.98426026,0.9574691,0.74437916
MDID2016/distortion_images/img01_31.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.1359,25.51959,0.70621567331226,0.94137413759681,0.9470308,0.39851767,2.110882,0.29858926,0.50376314,0.23936152,-0.059524853,0.5342249,0.28329602,0.49998033,0.969134755426305,0.15592223,0.07323163,126.284948685202,0.30819386,26.457823,0.31511655,0.986457040809928,2.3241673,0.009674546,0.61346066,0.43570882
MDID2016/distortion_images/img01_32.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.3408,20.51228,0.669036928324651,0.795658101564383,0.8001759,0.14567715,3.1498618,0.47337058,0.26641992,0.34476978,-0.09434623,0.09528561,0.180612,0.40322116,0.778749596663947,0.42022294,0.19577849,207.57652593422,0.4793907,20.763407,0.29228368,0.949078903624909,13.150767,2.615059e-06,0.23555613,0.13322623
MDID2016/distortion_images/img01_33.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,2.8267,20.50364,0.417081931506376,0.79910289466774,0.8596997,0.16274762,3.6368904,0.5786408,0.34289464,0.36903888,-0.07431884,0.19909728,0.1533429,0.39633545,0.858649093619671,0.32619095,0.12205763,168.546646444743,0.4907573,21.797314,0.46613657,0.959590194923696,8.714833,0.013359352,0.28711328,0.27745163
MDID2016/distortion_images/img01_34.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.8928,19.121023,0.299402465714202,0.756193450227836,0.81828153,0.09611193,4.7531233,0.9171353,0.31688198,0.43181854,-0.093694106,0.12956885,-0.01414156,0.36423466,0.85354692479878,0.479339,0.16844149,178.501314061374,0.6166318,20.367176,0.66878355,0.946651723695475,24.505522,1.8112256e-07,0.18868162,0.09325894
MDID2016/distortion_images/img01_35.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,7.211,30.210608,0.839743332189734,0.97909739207902,0.98219377,0.69272465,0.91541207,0.11058039,0.801464,0.1326338,-0.01161196,0.8287304,0.29988986,0.59625417,0.998884085832044,0.053652167,0.021986224,81.1216150290631,0.14780837,33.72933,0.18874897,0.99448283512852,0.35593373,0.95892346,0.8739754,0.7345895
MDID2016/distortion_images/img01_36.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.7796,26.163326,0.732699632397374,0.948908201916992,0.96102136,0.47410464,1.2341561,0.16268164,0.6354271,0.16668826,-0.030284084,0.69260806,0.31202218,0.579439,0.970341982962318,0.07602364,0.039343733,115.864404596463,0.25672582,27.42346,0.21871129,0.988528783523671,0.74910814,0.66750133,0.77951556,0.58276033
MDID2016/distortion_images/img01_37.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.5804,18.50326,0.279664754800863,0.67047149333232,0.7959342,0.058680803,4.9197426,0.8841438,0.31065172,0.4495383,-0.097071834,0.07134155,0.022249391,0.30233893,0.720979769414142,0.48332775,0.16418873,185.635012807312,0.6316207,19.652733,0.6647302,0.941728553936507,29.074821,1.4521e-07,0.13845508,0.09636478
MDID2016/distortion_images/img01_38.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,6.4377,25.314499,0.657765200996162,0.934108735273596,0.95184666,0.3822101,1.7406071,0.24692824,0.57123345,0.21794105,-0.043527395,0.60592127,0.26630315,0.5410976,0.972251646356928,0.118807614,0.049708266,124.641742698051,0.28368694,26.775784,0.2773224,0.986280433008322,1.1784981,0.5086694,0.6650594,0.4777882
MDID2016/distortion_images/img01_39.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.1246,22.1157,0.491063417315417,0.813420696155387,0.85355633,0.11277398,4.982931,0.56985974,0.27909437,0.3557679,-0.096686825,0.029321248,0.09195159,0.37562817,0.8935137906896,0.41958636,0.15089877,161.776088616161,0.4593587,23.78993,0.4034903,0.95817641394799,13.509483,2.4708065e-08,0.16442162,0.04845517
MDID2016/distortion_images/img01_40.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,7.5044,32.720715,0.92733228655909,0.990804768065468,0.983778,0.7161555,0.78837717,0.14489517,0.7277065,0.0987488,-0.02711639,0.8332034,0.51878434,0.6041337,0.999478763338399,0.06454486,0.060614534,57.0828533077119,0.18113804,32.758842,0.09836914,0.995963567718148,0.90915734,0.53912383,0.9349444,0.90040296
MDID2016/distortion_images/img01_41.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,2.7803,21.590591,0.536834832202007,0.828722706609411,0.87499785,0.17796019,2.938864,0.4545508,0.34002936,0.32004637,-0.069368996,0.21252823,0.1770247,0.4100486,0.860821810055122,0.28599423,0.12150959,158.853597948696,0.44304627,22.4146,0.3150257,0.965939670774236,6.4512305,0.0051248935,0.30094075,0.2435175
MDID2016/distortion_images/img01_42.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.7551,25.73631,0.687231645237462,0.882425707739209,0.8570997,0.16740192,4.847648,0.45387822,0.26137245,0.35524756,-0.08884778,0.04561393,0.17196691,0.57446223,0.955748662991136,0.44483417,0.15378109,175.897290951545,0.33179432,27.70419,0.24377115,0.962301953049235,9.0606575,7.816901e-06,0.21337076,0.07476536
MDID2016/distortion_images/img01_43.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.1701,28.078602,0.754496692698073,0.930227249883126,0.92282635,0.26394475,3.164342,0.29609716,0.39191997,0.28968233,-0.05941482,0.28756237,0.28358123,0.5911503,0.982808659813878,0.33310902,0.092566945,136.04881880845,0.25777817,29.467403,0.15467124,0.979710522996332,3.424678,0.20707177,0.44946432,0.3312641
MDID2016/distortion_images/img01_44.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,2.5273,18.742884,0.357048589616798,0.744034486238195,0.824962,0.18152115,3.5855784,0.66164637,0.36273527,0.38862973,-0.07870112,0.24981055,0.13646312,0.39345536,0.776888026131307,0.3476075,0.13944761,179.16904378261,0.5657996,20.006964,0.59007645,0.949693511614602,11.96317,0.056820046,0.25679284,0.294993
MDID2016/distortion_images/img01_45.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.9776,25.336454,0.750235214265689,0.924764070023723,0.9124062,0.25930062,3.2651389,0.47808263,0.35466364,0.21238494,-0.09462205,0.31875587,0.2939764,0.38588798,0.959297551531334,0.23773319,0.120076954,134.815695614542,0.35831207,25.377539,0.44271353,0.976202108488473,14.5695095,2.3369794e-06,0.48040515,0.08307551
MDID2016/distortion_images/img01_46.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.9774,23.112122,0.543539200898532,0.879085304008994,0.8927141,0.18543288,3.7127774,0.5872686,0.3559122,0.35028857,-0.087771006,0.26292402,0.10799358,0.4035173,0.938179629223239,0.31871367,0.12731378,151.944327891555,0.43230057,23.89847,0.53123116,0.970650521700781,9.217686,9.2173366e-08,0.31736758,0.073329166
MDID2016/distortion_images/img01_47.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,7.645,27.951195,0.972956692914348,0.97245283100077,0.97478306,0.786535,0.5557507,0.034855507,0.8593667,0.037437797,-0.018172672,0.9254995,0.65611964,0.6107329,0.957506345954863,0.00859195,0.027528416,65.0471143427937,0.142634,28.011103,0.046688695,0.994297654645016,0.57635695,0.9379912,0.9494272,0.7006148
MDID2016/distortion_images/img01_48.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.5411,26.488352,0.724788476558889,0.927572509538419,0.90744,0.20017588,3.408373,0.45568898,0.31524828,0.26271033,-0.09095573,0.25824028,0.20671692,0.45840725,0.989552938454022,0.27871424,0.12865725,142.93999749552,0.37731308,26.855865,0.38491374,0.973430191641582,12.263847,6.240974e-07,0.44582966,0.08052165
MDID2016/distortion_images/img01_49.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.8795,20.507162,0.476860015666541,0.775784736639249,0.82607615,0.10136364,4.967766,0.59309024,0.2695294,0.37320185,-0.09033313,0.024511872,0.095172934,0.35272402,0.843930036998431,0.42399168,0.16499536,170.827313282895,0.5023824,21.747383,0.4261049,0.950940993320157,16.224037,2.3258231e-08,0.13948025,0.035575077
MDID2016/distortion_images/img01_50.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.6307,20.069635,0.539935131500673,0.775331262705881,0.82755995,0.13592795,3.1832476,0.5187662,0.3033791,0.33936632,-0.08940059,0.12413439,0.1578591,0.3529723,0.778000605192223,0.3620811,0.16807748,169.912247652513,0.5227427,20.544704,0.36544377,0.954302295069012,10.817679,3.3246038e-06,0.21693912,0.12123628
MDID2016/distortion_images/img01_51.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.826,24.454784,0.506303321537218,0.842226007311289,0.8750824,0.09302445,3.843162,0.6263988,0.31593275,0.35892755,-0.08452255,0.08051155,0.019589031,0.3460921,0.938306219553126,0.3278668,0.12967642,152.339513991591,0.40639746,25.965046,0.47639173,0.964593305183286,13.855369,2.9203754e-08,0.2167758,0.059317507
MDID2016/distortion_images/img01_52.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.5657,22.294048,0.400594041494106,0.857884868099334,0.86829144,0.1424614,4.471254,0.7768166,0.33809668,0.40076244,-0.0955794,0.18389478,-0.027414918,0.42994708,0.984637129502951,0.41569692,0.1490404,156.428090243846,0.5118617,23.969463,0.5850227,0.960586194187927,14.423112,4.1936067e-07,0.3040778,0.067980096
MDID2016/distortion_images/img01_53.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.5719,18.908207,0.302035204013291,0.725821720137261,0.80837053,0.090997465,5.2896194,0.78511244,0.29031593,0.41194725,-0.097059,0.043500517,0.029607011,0.33869594,0.842723649029797,0.45816904,0.1555064,182.145451611352,0.57749575,20.729982,0.62733316,0.941212120633438,21.471891,2.3707466e-07,0.13898584,0.077902675
MDID2016/distortion_images/img01_54.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.4564,21.562317,0.402829981339232,0.839742792984644,0.8707345,0.14748836,4.31285,0.7454802,0.33766508,0.40366924,-0.088933475,0.20564564,0.05163616,0.40116382,0.935002855397735,0.39945227,0.1343059,163.120485750842,0.48848647,22.99528,0.5931247,0.962135802696903,13.196439,5.844041e-07,0.28336668,0.10060143
MDID2016/distortion_images/img01_55.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.1024,24.956644,0.662097450973459,0.858096129385402,0.84424907,0.08370881,4.4799943,0.74985373,0.27203023,0.33265954,-0.11194133,0.031571116,0.08043664,0.3200171,0.933384656138875,0.38168055,0.17054826,162.025745373519,0.45294625,25.27927,0.55359375,0.95718204095307,40.92343,5.99952e-11,0.13195491,0.0064639705
MDID2016/distortion_images/img01_56.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.3687,19.885675,0.613140228071234,0.758817874656987,0.7456946,0.09330824,4.93561,0.58502716,0.23064162,0.4034115,-0.103197396,0.01359148,0.07270721,0.42003378,0.768781303494952,0.48124748,0.22915928,229.571483000191,0.5282589,20.597761,0.34571624,0.932508811441287,22.753027,1.0102481e-09,0.14454775,0.018744571
MDID2016/distortion_images/img01_57.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.8047,22.55566,0.386104620060035,0.813040996197845,0.86168885,0.08888922,4.566671,0.7545881,0.32002598,0.39989936,-0.08978018,0.095083825,-0.010069263,0.35088444,0.936972810933668,0.38026655,0.13273525,161.053640591482,0.45220637,24.67664,0.5549603,0.95852071726112,15.554173,6.943015e-07,0.22986098,0.08091509
MDID2016/distortion_images/img01_58.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.3733,20.962448,0.384114301257838,0.848532643329711,0.88415307,0.20970465,3.8522668,0.6929215,0.37568474,0.37596476,-0.07663363,0.30549875,0.13525815,0.44681016,0.944784477713484,0.34162438,0.11067811,164.270296115617,0.45150715,23.04246,0.6087843,0.963534600247405,8.872691,0.0014219872,0.34561977,0.31360883
MDID2016/distortion_images/img01_59.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.1738,21.580914,0.510703615102372,0.822328451991746,0.8636569,0.12716478,3.5397575,0.5792395,0.3245721,0.35460407,-0.086678095,0.20207456,0.13244915,0.37169158,0.867182193479412,0.31503683,0.14107911,163.913144950814,0.46837538,22.239746,0.49750376,0.962493444451456,11.293376,4.7480557e-07,0.24656074,0.12260568
MDID2016/distortion_images/img01_60.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.0744,23.223764,0.595295577870413,0.892506905815881,0.8975554,0.2044444,3.5466702,0.5403698,0.34577543,0.3319437,-0.087949395,0.26981285,0.13909627,0.39700538,0.942573239591497,0.29448754,0.12976305,150.224085876246,0.44215333,23.768131,0.5027605,0.971550300025156,9.62397,1.6186573e-07,0.4035476,0.06727372
MDID2016/distortion_images/img01_61.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,3.3889,21.51808,0.40754641323407,0.829110503396948,0.86904913,0.1439248,4.510746,0.6331855,0.32794032,0.36968267,-0.08890992,0.17331204,0.098082356,0.39981583,0.927274629848759,0.36743122,0.12660128,163.953426517085,0.47922945,23.200115,0.5361465,0.961269422895349,10.8310175,2.4477516e-05,0.31849712,0.14792661
MDID2016/distortion_images/img01_62.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,0.4748,18.302494,0.280946580154222,0.6755985992861,0.7822869,0.07175612,4.956615,0.8496427,0.29922047,0.43982404,-0.099966414,0.051776733,0.007332142,0.31111002,0.746945705412111,0.47933722,0.17406124,186.325126736861,0.6425283,19.455666,0.6703133,0.938596617011346,28.635101,3.7095933e-08,0.13841493,0.08247979
MDID2016/distortion_images/img01_63.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,1.1292,24.44659,0.674782285569399,0.852310729269741,0.8698109,0.09503164,3.8550994,0.67199206,0.28101358,0.32796383,-0.0982103,0.04623415,0.17525937,0.337439,0.891215668205621,0.36248893,0.14319968,159.640616964337,0.38099456,24.761312,0.4915545,0.963929793538142,33.390907,3.951635e-09,0.180838,0.020473076
MDID2016/distortion_images/img01_64.bmp,Multiply Dist.,MDID2016/reference_images/img01.bmp,4.2477,23.344328,0.529716812319346,0.864493194326991,0.8903126,0.14437248,3.4953184,0.54653376,0.34282762,0.35070455,-0.08193114,0.22603148,0.11374879,0.3992956,0.933355359852605,0.29672158,0.12027824,153.17134678653,0.4126049,24.352509,0.48092043,0.969237087744574,9.041263,9.794636e-07,0.28186738,0.1305323
